datetime,value
2018-09-30,155.30780546754565
2018-10-01,155.20051102760368
2018-10-02,151.58584785698838
2018-10-03,141.18732490129466
2018-10-04,133.56774749335761
2018-10-05,140.92105078307324
2018-10-06,142.62453893171343
2018-10-07,136.38087346222318
2018-10-08,146.2757705635671
2018-10-09,152.64517015923707
2018-10-10,141.7932771753381
2018-10-11,135.38129016122858
2018-10-12,141.11697882381944
2018-10-13,146.45510852677424
2018-10-14,144.48294848435629
2018-10-15,141.43810936919272
2018-10-16,141.3850887734603
2018-10-17,142.05739748142682
2018-10-18,140.33639322294434
2018-10-19,139.46505574243932
2018-10-20,142.868397309435
2018-10-21,141.320418443585
2018-10-22,134.79862500810376
2018-10-23,128.4214353508489
2018-10-24,130.23759900453948
2018-10-25,136.2187511578904
2018-10-26,138.39087470979038
2018-10-27,141.2190431118466
2018-10-28,136.24806210163888
2018-10-29,125.93486623514202
2018-10-30,127.70186441204622
2018-10-31,130.25457809493253
2018-11-01,158.17925651583985
2018-11-02,187.48388229158226
2018-11-03,183.53985184373153
2018-11-04,184.52708272467441
2018-11-05,185.32048090502
2018-11-06,181.89260354160044
2018-11-07,179.92518418756262
2018-11-08,180.237269816403
2018-11-09,179.29105033171933
2018-11-10,172.51736044385822
2018-11-11,168.3187756435094
2018-11-12,173.62450867612583
2018-11-13,171.77109027686336
2018-11-14,168.5881620137393
2018-11-15,168.90519699225223
2018-11-16,169.98813683351543
2018-11-17,170.31622509119416
2018-11-18,168.25573589125287
2018-11-19,168.10322629559394
2018-11-20,167.70843753184758
2018-11-21,159.68081248931605
2018-11-22,131.32068108450989
2018-11-23,97.17279231165594
2018-11-24,96.48371420695199
2018-11-25,108.42428550425535
2018-11-26,108.83029784645775
2018-11-27,124.54632437914512
2018-11-28,133.13732097637993
2018-11-29,89.29823637702563
2018-11-30,59.91518993842204
2018-12-01,44.28666646901118
2018-12-02,24.631841728574553
2018-12-03,27.119974888892422
2018-12-04,53.32805529929201
2018-12-05,73.25412495758759
2018-12-06,89.48298344491306
2018-12-07,114.16068044109069
2018-12-08,114.01148753214473
2018-12-09,102.2775907594248
2018-12-10,106.3449377811711
2018-12-11,122.93886860674048
2018-12-12,122.67501621967466
2018-12-13,122.08033143796624
2018-12-14,120.39572081799565
2018-12-15,119.77492056378236
2018-12-16,99.67568644553987
2018-12-17,61.24151321443487
2018-12-18,49.30391961268069
2018-12-19,50.61861423273666
2018-12-20,41.23938077604799
2018-12-21,49.0330828055612
2018-12-22,89.80367122226039
2018-12-23,118.51821901117937
2018-12-24,99.57335657957245
2018-12-25,53.26189423514322
2018-12-26,33.678232258071766
2018-12-27,34.87934164496677
2018-12-28,30.650697859768947
2018-12-29,45.75198535465994
2018-12-30,91.46280046349369
2018-12-31,119.86274363786197
2019-01-01,120.75876440027679
2019-01-02,126.03078122867556
2019-01-03,125.93434731993656
2019-01-04,125.94517334192594
2019-01-05,122.14399944840177
2019-01-06,43.615224722179555
2019-01-07,-29.726547472829818
2019-01-08,-26.758952286366075
2019-01-09,-31.28602054709581
2019-01-10,-45.44036838492152
2019-01-11,22.433564377326896
2019-01-12,105.38124539970391
2019-01-13,113.4845707419473
2019-01-14,119.61691098080013
2019-01-15,99.37717497789787
2019-01-16,32.8614517583899
2019-01-17,-18.238855436733637
2019-01-18,-24.841920921635175
2019-01-19,-12.08959501300169
2019-01-20,-2.6161866252986763
2019-01-21,44.83012839832252
2019-01-22,107.75413357759182
2019-01-23,119.96989711870123
2019-01-24,120.3199774067706
2019-01-25,125.59034347045238
2019-01-26,122.6641251287618
2019-01-27,118.673332752984
2019-01-28,113.893059111804
2019-01-29,106.58368385306419
2019-01-30,107.80678660941552
2019-01-31,106.69462610347249
2019-02-01,55.68605208086409
2019-02-02,-8.646331780149847
2019-02-03,-35.897308238597546
2019-02-04,-81.45322262820865
2019-02-05,-119.31417002229311
2019-02-06,-99.79999366479754
2019-02-07,-61.057729676962
2019-02-08,-55.97764108600542
2019-02-09,-53.67598456315613
2019-02-10,-39.07030267490156
2019-02-11,-34.53580755719376
2019-02-12,-36.4997245510376
2019-02-13,-69.63473210829503
2019-02-14,-84.26119830392423
2019-02-15,-88.95943563272459
2019-02-16,-106.05517503779188
2019-02-17,-113.45153093949942
2019-02-18,-73.47604624859885
2019-02-19,-20.70505267511582
2019-02-20,1.2704218653826997
2019-02-21,10.981789741339826
2019-02-22,11.720717922517089
2019-02-23,17.406654469849105
2019-02-24,20.036475250547277
2019-02-25,23.62512455630333
2019-02-26,-16.104646461828075
2019-02-27,-59.72598649010817
2019-02-28,-65.07147631513064
2019-03-01,-49.06485884117525
2019-03-02,-80.55831401995394
2019-03-03,-73.29110640611144
2019-03-04,-1.819231315532057
2019-03-05,-4.307647434356698
2019-03-06,-17.1747175497026
2019-03-07,10.226043377335262
2019-03-08,54.67261300164927
2019-03-09,52.442352619890755
2019-03-10,41.0638424883096
2019-03-11,69.94033108883116
2019-03-12,84.96482631826933
2019-03-13,71.44708714602638
2019-03-14,69.00260145135226
2019-03-15,77.98611506614263
2019-03-16,87.08862751115137
2019-03-17,94.10817301010461
2019-03-18,102.99647256710472
2019-03-19,98.95741772669861
2019-03-20,82.15804921100924
2019-03-21,95.71478860923501
2019-03-22,98.38627249210673
2019-03-23,74.01864155137187
2019-03-24,88.1291736703986
2019-03-25,95.22519046352811
2019-03-26,75.79807405396258
2019-03-27,69.92410324253295
2019-03-28,76.08926743349582
2019-03-29,92.50849714752628
2019-03-30,102.63649872604194
2019-03-31,115.70495955914896
2019-04-01,117.66745534391329
2019-04-02,116.80981166614916
