"# Reference points along X2 pathway, 
#
# distance is distance from golden gate in kilometers
# x and y are in meters UTM zone 10 (EPSG 26910)
# path is whether the X2 path is traced on the 'sac' or 'sjr' or 'bay'.",,,,
point,path,distance,x,y
1269,bay,25380,551466.6331,4206182.222
1270,bay,25400,551477.0248,4206199.31
1271,bay,25420,551487.4757,4206216.362
1272,bay,25440,551497.9298,4206233.412
1273,bay,25460,551508.3838,4206250.463
1274,bay,25480,551518.8754,4206267.49
1275,bay,25500,551529.4003,4206284.497
1276,bay,25520,551539.9251,4206301.503
1277,bay,25540,551550.4923,4206318.484
1278,bay,25560,551561.1078,4206335.434
1279,bay,25580,551571.7233,4206352.384
1280,bay,25600,551582.3678,4206369.316
1281,bay,25620,551593.0942,4206386.196
1282,bay,25640,551603.8205,4206403.077
1283,bay,25660,551614.5785,4206419.937
1284,bay,25680,551625.4286,4206436.738
1285,bay,25700,551636.2787,4206453.539
1286,bay,25720,551647.1823,4206470.305
1287,bay,25740,551658.1676,4206487.018
1288,bay,25760,551669.153,4206503.731
1289,bay,25780,551680.2028,4206520.401
1290,bay,25800,551691.2867,4206537.049
1291,bay,25820,551702.3706,4206553.697
1292,bay,25840,551713.4544,4206570.345
1293,bay,25860,551724.6017,4206586.95
1294,bay,25880,551735.7583,4206603.549
1295,bay,25900,551746.9149,4206620.148
1296,bay,25920,551758.1302,4206636.707
1297,bay,25940,551769.3794,4206653.244
1298,bay,25960,551780.6286,4206669.78
1299,bay,25980,551791.9501,4206686.267
1300,bay,26000,551803.3082,4206702.729
1301,bay,26020,551814.6664,4206719.191
1302,bay,26040,551826.1348,4206735.576
1303,bay,26060,551837.6165,4206751.952
1304,bay,26080,551849.1292,4206768.306
1305,bay,26100,551860.7478,4206784.585
1306,bay,26120,551872.3663,4206800.864
1307,bay,26140,551884.0853,4206817.071
1308,bay,26160,551895.8517,4206833.244
1309,bay,26180,551907.6539,4206849.39
1310,bay,26200,551919.5782,4206865.446
1311,bay,26220,551931.5024,4206881.503
1312,bay,26240,551943.5594,4206897.46
1313,bay,26260,551955.6388,4206913.4
1314,bay,26280,551967.7252,4206929.335
1315,bay,26300,551979.9488,4206945.165
1316,bay,26320,551992.1724,4206960.994
1317,bay,26340,552004.4292,4206976.798
1318,bay,26360,552016.7952,4206992.517
1319,bay,26380,552029.1612,4207008.236
1320,bay,26400,552041.5847,4207023.909
1321,bay,26420,552054.0913,4207039.517
1322,bay,26440,552066.5978,4207055.124
1323,bay,26460,552079.1847,4207070.666
1324,bay,26480,552091.8301,4207086.161
1325,bay,26500,552104.4756,4207101.656
1326,bay,26520,552117.2227,4207117.067
1327,bay,26540,552130.0053,4207132.449
1328,bay,26560,552142.7879,4207147.831
1329,bay,26580,552155.6922,4207163.111
1330,bay,26600,552168.6105,4207178.379
1331,bay,26620,552181.535,4207193.642
1332,bay,26640,552194.5873,4207208.796
1333,bay,26660,552207.6397,4207223.95
1334,bay,26680,552220.7141,4207239.084
1335,bay,26700,552233.8815,4207254.138
1336,bay,26720,552247.082,4207269.163
1337,bay,26740,552260.3441,4207284.133
1338,bay,26760,552273.65,4207299.065
1339,bay,26780,552287.0032,4207313.954
1340,bay,26800,552300.4077,4207328.797
1341,bay,26820,552313.8488,4207343.607
1342,bay,26840,552327.3449,4207358.367
1343,bay,26860,552340.8705,4207373.1
1344,bay,26880,552354.4516,4207387.782
1345,bay,26900,552368.0581,4207402.44
1346,bay,26920,552381.7176,4207417.049
1347,bay,26940,552395.4015,4207431.635
1348,bay,26960,552409.1327,4207446.176
1349,bay,26980,552422.8904,4207460.692
1350,bay,27000,552436.6899,4207475.169
1351,bay,27020,552450.5233,4207489.613
1352,bay,27040,552464.4096,4207504.007
1353,bay,27060,552478.3218,4207518.375
1354,bay,27080,552492.2926,4207532.686
1355,bay,27100,552506.2812,4207546.98
1356,bay,27120,552520.332,4207561.213
1357,bay,27140,552534.3947,4207575.434
1358,bay,27160,552548.5522,4207589.561
1359,bay,27180,552562.7216,4207603.676
1360,bay,27200,552576.8911,4207617.79
1361,bay,27220,552591.0606,4207631.905
1362,bay,27240,552605.351,4207645.897
1363,bay,27260,552619.6547,4207659.876
1364,bay,27280,552633.9584,4207673.855
1365,bay,27300,552648.2621,4207687.834
1366,bay,27320,552662.6461,4207701.729
1367,bay,27340,552677.0512,4207715.604
1368,bay,27360,552691.5195,4207729.412
1369,bay,27380,552705.998,4207743.209
1370,bay,27400,552720.5692,4207756.909
1371,bay,27420,552735.1516,4207770.597
1372,bay,27440,552749.7339,4207784.284
1373,bay,27460,552764.3163,4207797.972
1374,bay,27480,552779.0029,4207811.548
1375,bay,27500,552793.7117,4207825.1
1376,bay,27520,552808.4206,4207838.651
1377,bay,27540,552823.1294,4207852.203
1378,bay,27560,552837.8998,4207865.688
1379,bay,27580,552852.7206,4207879.117
1380,bay,27600,552867.5413,4207892.546
1381,bay,27620,552882.3621,4207905.975
1382,bay,27640,552897.1829,4207919.405
1383,bay,27660,552912.1179,4207932.707
1384,bay,27680,552927.053,4207946.009
1385,bay,27700,552941.9881,4207959.311
1386,bay,27720,552956.9715,4207972.558
1387,bay,27740,552972.0203,4207985.731
1388,bay,27760,552987.0691,4207998.904
1389,bay,27780,553002.1179,4208012.078
1390,bay,27800,553017.2154,4208025.195
1391,bay,27820,553032.3549,4208038.264
1392,bay,27840,553047.4944,4208051.332
1393,bay,27860,553062.6339,4208064.401
1394,bay,27880,553077.7881,4208077.453
1395,bay,27900,553092.9902,4208090.449
1396,bay,27920,553108.1922,4208103.445
1397,bay,27940,553123.3943,4208116.441
1398,bay,27960,553138.5963,4208129.437
1399,bay,27980,553153.7984,4208142.433
1400,bay,28000,553169.0356,4208155.388
1401,bay,28020,553184.2924,4208168.32
1402,bay,28040,553199.5493,4208181.252
1403,bay,28060,553214.8061,4208194.183
1404,bay,28080,553230.063,4208207.115
1405,bay,28100,553245.3258,4208220.04
1406,bay,28120,553260.6591,4208232.881
1407,bay,28140,553275.9923,4208245.722
1408,bay,28160,553291.3255,4208258.563
1409,bay,28180,553306.6587,4208271.404
1410,bay,28200,553321.992,4208284.245
1411,bay,28220,553337.3649,4208297.038
1412,bay,28240,553352.7741,4208309.788
1413,bay,28260,553368.1834,4208322.537
1414,bay,28280,553383.5927,4208335.287
1415,bay,28300,553399.0019,4208348.037
1416,bay,28320,553414.4112,4208360.787
1417,bay,28340,553429.8941,4208373.447
1418,bay,28360,553445.3791,4208386.104
1419,bay,28380,553460.8641,4208398.762
1420,bay,28400,553476.349,4208411.42
1421,bay,28420,553491.834,4208424.077
1422,bay,28440,553507.3516,4208436.695
1423,bay,28460,553522.912,4208449.259
1424,bay,28480,553538.4723,4208461.824
1425,bay,28500,553554.0326,4208474.389
1426,bay,28520,553569.593,4208486.954
1427,bay,28540,553585.1533,4208499.519
1428,bay,28560,553600.7808,4208512
1429,bay,28580,553616.4157,4208524.472
1430,bay,28600,553632.0507,4208536.944
1431,bay,28620,553647.6856,4208549.416
1432,bay,28640,553663.3205,4208561.888
1433,bay,28660,553678.9816,4208574.327
1434,bay,28680,553694.6902,4208586.706
1435,bay,28700,553710.3989,4208599.085
1436,bay,28720,553726.1075,4208611.464
1437,bay,28740,553741.8162,4208623.843
1438,bay,28760,553757.5248,4208636.222
1439,bay,28780,553773.2915,4208648.526
1440,bay,28800,553789.073,4208660.812
1441,bay,28820,553804.8545,4208673.098
1442,bay,28840,553820.636,4208685.384
1443,bay,28860,553836.4175,4208697.67
1444,bay,28880,553852.2141,4208709.937
1445,bay,28900,553868.0623,4208722.136
1446,bay,28920,553883.9106,4208734.336
1447,bay,28940,553899.7588,4208746.536
1448,bay,28960,553915.607,4208758.736
1449,bay,28980,553931.4553,4208770.935
1450,bay,29000,553947.3353,4208783.093
1451,bay,29020,553963.252,4208795.204
1452,bay,29040,553979.1686,4208807.314
1453,bay,29060,553995.0852,4208819.424
1454,bay,29080,554011.0019,4208831.535
1455,bay,29100,554026.9255,4208843.636
1456,bay,29120,554042.9189,4208855.645
1457,bay,29140,554058.9123,4208867.654
1458,bay,29160,554074.9057,4208879.662
1459,bay,29180,554090.8991,4208891.671
1460,bay,29200,554106.8925,4208903.68
1461,bay,29220,554122.9695,4208915.577
1462,bay,29240,554139.0469,4208927.473
1463,bay,29260,554155.1243,4208939.369
1464,bay,29280,554171.2018,4208951.265
1465,bay,29300,554187.2888,4208963.148
1466,bay,29320,554203.4457,4208974.936
1467,bay,29340,554219.6026,4208986.724
1468,bay,29360,554235.7595,4208998.512
1469,bay,29380,554251.9163,4209010.299
1470,bay,29400,554268.0732,4209022.087
1471,bay,29420,554284.2456,4209033.854
1472,bay,29440,554300.4626,4209045.559
1473,bay,29460,554316.6797,4209057.264
1474,bay,29480,554332.9207,4209068.936
1475,bay,29500,554349.1823,4209080.579
1476,bay,29520,554365.4438,4209092.222
1477,bay,29540,554381.7496,4209103.803
1478,bay,29560,554398.0589,4209115.379
1479,bay,29580,554414.3882,4209126.927
1480,bay,29600,554430.7482,4209138.431
1481,bay,29620,554447.1082,4209149.936
1482,bay,29640,554463.5181,4209161.369
1483,bay,29660,554479.9315,4209172.797
1484,bay,29680,554496.3751,4209184.181
1485,bay,29700,554512.8442,4209195.529
1486,bay,29720,554529.3245,4209206.86
1487,bay,29740,554545.8473,4209218.129
1488,bay,29760,554562.3702,4209229.398
1489,bay,29780,554578.9196,4209240.629
1490,bay,29800,554595.4931,4209251.823
1491,bay,29820,554612.0665,4209263.018
1492,bay,29840,554628.6847,4209274.146
1493,bay,29860,554645.3094,4209285.264
1494,bay,29880,554661.947,4209296.364
1495,bay,29900,554678.6238,4209307.404
1496,bay,29920,554695.3006,4209318.444
1497,bay,29940,554712.0114,4209329.432
1498,bay,29960,554728.7409,4209340.392
1499,bay,29980,554745.4742,4209351.347
1500,bay,30000,554762.257,4209362.225
1501,bay,30020,554779.0399,4209373.103
1502,bay,30040,554795.8508,4209383.938
1503,bay,30060,554812.6876,4209394.732
1504,bay,30080,554829.5243,4209405.527
1505,bay,30100,554846.4153,4209416.237
1506,bay,30120,554863.3066,4209426.946
1507,bay,30140,554880.233,4209437.599
1508,bay,30160,554897.1958,4209448.194
1509,bay,30180,554914.2232,4209458.685
1510,bay,30200,554931.2689,4209469.147
1511,bay,30220,554948.3886,4209479.487
1512,bay,30240,554965.5175,4209489.812
1513,bay,30260,554982.7032,4209500.042
1514,bay,30280,554999.901,4209510.251
1515,bay,30300,555017.1636,4209520.351
1516,bay,30320,555034.4261,4209530.45
1517,bay,30340,555051.6887,4209540.55
1518,bay,30360,555068.9573,4209550.64
1519,bay,30380,555086.2819,4209560.632
1520,bay,30400,555103.6064,4209570.625
1521,bay,30420,555120.931,4209580.618
1522,bay,30440,555138.2556,4209590.611
1523,bay,30460,555155.5802,4209600.604
1524,bay,30480,555172.9048,4209610.597
1525,bay,30500,555190.2294,4209620.59
1526,bay,30520,555207.5534,4209630.584
1527,bay,30540,555224.8426,4209640.638
1528,bay,30560,555242.1318,4209650.692
1529,bay,30580,555259.4211,4209660.746
1530,bay,30600,555276.6622,4209670.882
1531,bay,30620,555293.8742,4209681.068
1532,bay,30640,555311.0863,4209691.253
1533,bay,30660,555328.2908,4209701.451
1534,bay,30680,555345.3897,4209711.826
1535,bay,30700,555362.4886,4209722.2
1536,bay,30720,555379.5875,4209732.574
1537,bay,30740,555396.6004,4209743.089
1538,bay,30760,555413.5945,4209753.634
1539,bay,30780,555430.5341,4209764.266
1540,bay,30800,555447.4506,4209774.935
1541,bay,30820,555464.3069,4209785.7
1542,bay,30840,555481.1631,4209796.464
1543,bay,30860,555498.0193,4209807.228
1544,bay,30880,555514.8433,4209818.042
1545,bay,30900,555531.6059,4209828.952
1546,bay,30920,555548.3685,4209839.861
1547,bay,30940,555565.1311,4209850.77
1548,bay,30960,555581.8937,4209861.68
1549,bay,30980,555598.6158,4209872.651
1550,bay,31000,555615.3173,4209883.654
1551,bay,31020,555632.0187,4209894.657
1552,bay,31040,555648.7202,4209905.659
1553,bay,31060,555665.4217,4209916.662
1554,bay,31080,555682.1231,4209927.665
1555,bay,31100,555698.8246,4209938.668
1556,bay,31120,555715.526,4209949.671
1557,bay,31140,555732.2275,4209960.673
1558,bay,31160,555748.929,4209971.676
1559,bay,31180,555765.6552,4209982.641
1560,bay,31200,555782.3981,4209993.581
1561,bay,31220,555799.1411,4210004.52
1562,bay,31240,555815.884,4210015.46
1563,bay,31260,555832.6388,4210026.381
1564,bay,31280,555849.443,4210037.226
1565,bay,31300,555866.2472,4210048.072
1566,bay,31320,555883.096,4210058.847
1567,bay,31340,555899.9569,4210069.604
1568,bay,31360,555916.8521,4210080.307
1569,bay,31380,555933.7766,4210090.963
1570,bay,31400,555950.7295,4210101.575
1571,bay,31420,555967.7234,4210112.12
1572,bay,31440,555984.7409,4210122.627
1573,bay,31460,556001.7987,4210133.069
1574,bay,31480,556018.8564,4210143.511
1575,bay,31500,556035.9557,4210153.885
1576,bay,31520,556053.0659,4210164.24
1577,bay,31540,556070.1842,4210174.583
1578,bay,31560,556087.3443,4210184.855
1579,bay,31580,556104.5044,4210195.128
1580,bay,31600,556121.687,4210205.363
1581,bay,31620,556138.8945,4210215.556
1582,bay,31640,556156.102,4210225.75
1583,bay,31660,556173.3419,4210235.888
1584,bay,31680,556190.594,4210246.005
1585,bay,31700,556207.8462,4210256.123
1586,bay,31720,556225.1364,4210266.175
1587,bay,31740,556242.4306,4210276.221
1588,bay,31760,556259.7248,4210286.266
1589,bay,31780,556277.0582,4210296.244
1590,bay,31800,556294.3916,4210306.221
1591,bay,31820,556311.7252,4210316.199
1592,bay,31840,556329.0948,4210326.113
1593,bay,31860,556346.4645,4210336.027
1594,bay,31880,556363.8342,4210345.942
1595,bay,31900,556381.2435,4210355.786
1596,bay,31920,556398.6576,4210365.622
1597,bay,31940,556416.0717,4210375.459
1598,bay,31960,556433.4858,4210385.295
1599,bay,31980,556450.8998,4210395.131
1600,bay,32000,556468.3235,4210404.95
1601,bay,32020,556485.7847,4210414.702
1602,bay,32040,556503.2459,4210424.454
1603,bay,32060,556520.7071,4210434.207
1604,bay,32080,556538.1683,4210443.959
1605,bay,32100,556555.6295,4210453.711
1606,bay,32120,556573.0907,4210463.463
1607,bay,32140,556590.5793,4210473.167
1608,bay,32160,556608.0726,4210482.861
1609,bay,32180,556625.5659,4210492.556
1610,bay,32200,556643.0592,4210502.25
1611,bay,32220,556660.5525,4210511.945
1612,bay,32240,556678.0458,4210521.639
1613,bay,32260,556695.5519,4210531.311
1614,bay,32280,556713.0601,4210540.978
1615,bay,32300,556730.5684,4210550.646
1616,bay,32320,556748.0766,4210560.313
1617,bay,32340,556765.5848,4210569.981
1618,bay,32360,556783.0931,4210579.649
1619,bay,32380,556800.6013,4210589.316
1620,bay,32400,556818.1096,4210598.984
1621,bay,32420,556835.6178,4210608.651
1622,bay,32440,556853.126,4210618.319
1623,bay,32460,556870.6343,4210627.986
1624,bay,32480,556888.1425,4210637.654
1625,bay,32500,556905.6508,4210647.321
1626,bay,32520,556923.1469,4210657.011
1627,bay,32540,556940.637,4210666.711
1628,bay,32560,556958.1271,4210676.411
1629,bay,32580,556975.6172,4210686.112
1630,bay,32600,556993.1073,4210695.812
1631,bay,32620,557010.5961,4210705.515
1632,bay,32640,557028.0787,4210715.229
1633,bay,32660,557045.5613,4210724.943
1634,bay,32680,557063.0439,4210734.656
1635,bay,32700,557080.5265,4210744.37
1636,bay,32720,557098.0091,4210754.084
1637,bay,32740,557115.4917,4210763.798
1638,bay,32760,557132.9743,4210773.512
1639,bay,32780,557150.4569,4210783.226
1640,bay,32800,557167.9395,4210792.939
1641,bay,32820,557185.4221,4210802.653
1642,bay,32840,557202.9047,4210812.367
1643,bay,32860,557220.3873,4210822.081
1644,bay,32880,557237.8699,4210831.795
1645,bay,32900,557255.3525,4210841.509
1646,bay,32920,557272.8529,4210851.19
1647,bay,32940,557290.3589,4210860.862
1648,bay,32960,557307.8648,4210870.534
1649,bay,32980,557325.3708,4210880.205
1650,bay,33000,557342.8768,4210889.877
1651,bay,33020,557360.3942,4210899.528
1652,bay,33040,557377.9223,4210909.159
1653,bay,33060,557395.4505,4210918.791
1654,bay,33080,557412.9787,4210928.422
1655,bay,33100,557430.5068,4210938.053
1656,bay,33120,557448.0549,4210947.648
1657,bay,33140,557465.6097,4210957.231
1658,bay,33160,557483.1645,4210966.814
1659,bay,33180,557500.7193,4210976.397
1660,bay,33200,557518.2763,4210985.975
1661,bay,33220,557535.862,4210995.501
1662,bay,33240,557553.4476,4211005.027
1663,bay,33260,557571.0332,4211014.553
1664,bay,33280,557588.6188,4211024.079
1665,bay,33300,557606.2266,4211033.565
1666,bay,33320,557623.8461,4211043.028
1667,bay,33340,557641.4656,4211052.491
1668,bay,33360,557659.0851,4211061.954
1669,bay,33380,557676.7202,4211071.388
1670,bay,33400,557694.3764,4211080.783
1671,bay,33420,557712.0325,4211090.178
1672,bay,33440,557729.6886,4211099.573
1673,bay,33460,557747.3412,4211108.974
1674,bay,33480,557764.9878,4211118.387
1675,bay,33500,557782.6343,4211127.799
1676,bay,33520,557800.2809,4211137.212
1677,bay,33540,557817.9274,4211146.625
1678,bay,33560,557835.574,4211156.037
1679,bay,33580,557853.2205,4211165.45
1680,bay,33600,557870.8671,4211174.863
1681,bay,33620,557888.5136,4211184.276
1682,bay,33640,557906.1602,4211193.688
1683,bay,33660,557923.8067,4211203.101
1684,bay,33680,557941.4734,4211212.476
1685,bay,33700,557959.1573,4211221.818
1686,bay,33720,557976.8412,4211231.161
1687,bay,33740,557994.5664,4211240.424
1688,bay,33760,558012.2955,4211249.681
1689,bay,33780,558030.0577,4211258.873
1690,bay,33800,558047.8459,4211268.015
1691,bay,33820,558065.6341,4211277.157
1692,bay,33840,558083.4944,4211286.158
1693,bay,33860,558101.3559,4211295.156
1694,bay,33880,558119.2638,4211304.061
1695,bay,33900,558137.2065,4211312.896
1696,bay,33920,558155.1737,4211321.681
1697,bay,33940,558173.2041,4211330.336
1698,bay,33960,558191.2406,4211338.978
1699,bay,33980,558209.3429,4211347.481
1700,bay,34000,558227.4451,4211355.984
1701,bay,34020,558245.5879,4211364.401
1702,bay,34040,558263.7427,4211372.792
1703,bay,34060,558281.9233,4211381.126
1704,bay,34080,558300.1311,4211389.401
1705,bay,34100,558318.351,4211397.649
1706,bay,34120,558336.6124,4211405.805
1707,bay,34140,558354.8737,4211413.961
1708,bay,34160,558373.1884,4211421.997
1709,bay,34180,558391.5036,4211430.032
1710,bay,34200,558409.8611,4211437.969
1711,bay,34220,558428.2306,4211445.878
1712,bay,34240,558446.6323,4211453.713
1713,bay,34260,558465.0562,4211461.495
1714,bay,34280,558483.5034,4211469.221
1715,bay,34300,558501.982,4211476.872
1716,bay,34320,558520.4779,4211484.481
1717,bay,34340,558539.0177,4211491.983
1718,bay,34360,558557.5794,4211499.43
1719,bay,34380,558576.1822,4211506.774
1720,bay,34400,558594.8041,4211514.069
1721,bay,34420,558613.4636,4211521.268
1722,bay,34440,558632.1347,4211528.436
1723,bay,34460,558650.8445,4211535.503
1724,bay,34480,558669.5545,4211542.57
1725,bay,34500,558688.3068,4211549.523
1726,bay,34520,558707.0592,4211556.476
1727,bay,34540,558725.837,4211563.361
1728,bay,34560,558744.6241,4211570.22
1729,bay,34580,558763.4195,4211577.056
1730,bay,34600,558782.2428,4211583.815
1731,bay,34620,558801.066,4211590.574
1732,bay,34640,558819.8893,4211597.333
1733,bay,34660,558838.7126,4211604.092
1734,bay,34680,558857.5358,4211610.851
1735,bay,34700,558876.3591,4211617.61
1736,bay,34720,558895.1951,4211624.333
1737,bay,34740,558914.0511,4211631
1738,bay,34760,558932.9071,4211637.668
1739,bay,34780,558951.7665,4211644.325
1740,bay,34800,558970.6683,4211650.861
1741,bay,34820,558989.5701,4211657.397
1742,bay,34840,559008.4719,4211663.934
1743,bay,34860,559027.3994,4211670.395
1744,bay,34880,559046.3423,4211676.811
1745,bay,34900,559065.2853,4211683.227
1746,bay,34920,559084.2285,4211689.642
1747,bay,34940,559103.2078,4211695.949
1748,bay,34960,559122.1872,4211702.257
1749,bay,34980,559141.1665,4211708.564
1750,bay,35000,559160.151,4211714.856
1751,bay,35020,559179.1607,4211721.072
1752,bay,35040,559198.1704,4211727.287
1753,bay,35060,559217.18,4211733.503
1754,bay,35080,559236.1972,4211739.695
1755,bay,35100,559255.2312,4211745.836
1756,bay,35120,559274.2652,4211751.976
1757,bay,35140,559293.2992,4211758.117
1758,bay,35160,559312.334,4211764.255
1759,bay,35180,559331.392,4211770.321
1760,bay,35200,559350.45,4211776.386
1761,bay,35220,559369.508,4211782.452
1762,bay,35240,559388.5659,4211788.518
1763,bay,35260,559407.6239,4211794.584
1764,bay,35280,559426.6819,4211800.649
1765,bay,35300,559445.7399,4211806.715
1766,bay,35320,559464.7979,4211812.781
1767,bay,35340,559483.8558,4211818.847
1768,bay,35360,559502.9138,4211824.913
1769,bay,35380,559521.9718,4211830.978
1770,bay,35400,559541.0298,4211837.044
1771,bay,35420,559560.0929,4211843.093
1772,bay,35440,559579.1619,4211849.125
1773,bay,35460,559598.2308,4211855.156
1774,bay,35480,559617.2997,4211861.187
1775,bay,35500,559636.3803,4211867.181
1776,bay,35520,559655.4658,4211873.16
1777,bay,35540,559674.5514,4211879.138
1778,bay,35560,559693.6369,4211885.117
1779,bay,35580,559712.7413,4211891.035
1780,bay,35600,559731.8497,4211896.94
1781,bay,35620,559750.9581,4211902.845
1782,bay,35640,559770.0665,4211908.75
1783,bay,35660,559789.1749,4211914.655
1784,bay,35680,559808.2833,4211920.56
1785,bay,35700,559827.3917,4211926.465
1786,bay,35720,559846.5,4211932.37
1787,bay,35740,559865.6263,4211938.217
1788,bay,35760,559884.761,4211944.036
1789,bay,35780,559903.8958,4211949.855
1790,bay,35800,559923.0305,4211955.674
1791,bay,35820,559942.1652,4211961.493
1792,bay,35840,559961.2999,4211967.312
1793,bay,35860,559980.4347,4211973.132
1794,bay,35880,559999.5694,4211978.951
1795,bay,35900,560018.7041,4211984.77
1796,bay,35920,560037.857,4211990.529
1797,bay,35940,560057.0128,4211996.278
1798,bay,35960,560076.1687,4212002.027
1799,bay,35980,560095.3245,4212007.777
1800,bay,36000,560114.4803,4212013.526
1801,bay,36020,560133.6361,4212019.275
1802,bay,36040,560152.7919,4212025.025
1803,bay,36060,560171.9477,4212030.774
1804,bay,36080,560191.1035,4212036.523
1805,bay,36100,560210.2593,4212042.273
1806,bay,36120,560229.4229,4212047.996
1807,bay,36140,560248.588,4212053.715
1808,bay,36160,560267.753,4212059.433
1809,bay,36180,560286.918,4212065.152
1810,bay,36200,560306.0831,4212070.87
1811,bay,36220,560325.2481,4212076.589
1812,bay,36240,560344.4132,4212082.307
1813,bay,36260,560363.5782,4212088.026
1814,bay,36280,560382.7433,4212093.744
1815,bay,36300,560401.916,4212099.436
1816,bay,36320,560421.0897,4212105.126
1817,bay,36340,560440.2634,4212110.816
1818,bay,36360,560459.437,4212116.505
1819,bay,36380,560478.6107,4212122.195
1820,bay,36400,560497.7843,4212127.884
1821,bay,36420,560516.9702,4212133.532
1822,bay,36440,560536.1577,4212139.175
1823,bay,36460,560555.3452,4212144.818
1824,bay,36480,560574.5328,4212150.46
1825,bay,36500,560593.7203,4212156.103
1826,bay,36520,560612.9149,4212161.721
1827,bay,36540,560632.1202,4212167.303
1828,bay,36560,560651.3256,4212172.885
1829,bay,36580,560670.5309,4212178.466
1830,bay,36600,560689.7363,4212184.048
1831,bay,36620,560708.9502,4212189.6
1832,bay,36640,560728.1768,4212195.108
1833,bay,36660,560747.4034,4212200.616
1834,bay,36680,560766.6299,4212206.124
1835,bay,36700,560785.8565,4212211.632
1836,bay,36720,560805.0957,4212217.096
1837,bay,36740,560824.3465,4212222.518
1838,bay,36760,560843.5973,4212227.941
1839,bay,36780,560862.8481,4212233.364
1840,bay,36800,560882.0989,4212238.787
1841,bay,36820,560901.3736,4212244.124
1842,bay,36840,560920.6508,4212249.452
1843,bay,36860,560939.9279,4212254.78
1844,bay,36880,560959.2051,4212260.109
1845,bay,36900,560978.4961,4212265.387
1846,bay,36920,560997.8014,4212270.612
1847,bay,36940,561017.1068,4212275.837
1848,bay,36960,561036.4121,4212281.062
1849,bay,36980,561055.7234,4212286.266
1850,bay,37000,561075.0533,4212291.399
1851,bay,37020,561094.3832,4212296.533
1852,bay,37040,561113.7131,4212301.667
1853,bay,37060,561133.0429,4212306.801
1854,bay,37080,561152.3728,4212311.934
1855,bay,37100,561171.7027,4212317.068
1856,bay,37120,561191.0326,4212322.202
1857,bay,37140,561210.3625,4212327.336
1858,bay,37160,561229.7127,4212332.392
1859,bay,37180,561249.0648,4212337.442
1860,bay,37200,561268.4169,4212342.491
1861,bay,37220,561287.777,4212347.509
1862,bay,37240,561307.1475,4212352.488
1863,bay,37260,561326.518,4212357.466
1864,bay,37280,561345.8928,4212362.428
1865,bay,37300,561365.2841,4212367.324
1866,bay,37320,561384.6754,4212372.221
1867,bay,37340,561404.0687,4212377.11
1868,bay,37360,561423.4828,4212381.915
1869,bay,37380,561442.8969,4212386.72
1870,bay,37400,561462.314,4212391.514
1871,bay,37420,561481.7525,4212396.22
1872,bay,37440,561501.191,4212400.926
1873,bay,37460,561520.6362,4212405.603
1874,bay,37480,561540.1003,4212410.202
1875,bay,37500,561559.5645,4212414.8
1876,bay,37520,561579.0432,4212419.337
1877,bay,37540,561598.5366,4212423.81
1878,bay,37560,561618.03,4212428.282
1879,bay,37580,561637.5371,4212432.695
1880,bay,37600,561657.06,4212437.037
1881,bay,37620,561676.583,4212441.379
1882,bay,37640,561696.1139,4212445.685
1883,bay,37660,561715.6631,4212449.907
1884,bay,37680,561735.2124,4212454.129
1885,bay,37700,561754.7616,4212458.352
1886,bay,37720,561774.3337,4212462.467
1887,bay,37740,561793.906,4212466.581
1888,bay,37760,561813.4782,4212470.695
1889,bay,37780,561833.0596,4212474.765
1890,bay,37800,561852.6509,4212478.788
1891,bay,37820,561872.2422,4212482.81
1892,bay,37840,561891.8335,4212486.833
1893,bay,37860,561911.4392,4212490.785
1894,bay,37880,561931.0456,4212494.733
1895,bay,37900,561950.6521,4212498.681
1896,bay,37920,561970.259,4212502.627
1897,bay,37940,561989.8804,4212506.5
1898,bay,37960,562009.5017,4212510.374
1899,bay,37980,562029.123,4212514.247
1900,bay,38000,562048.7443,4212518.121
1901,bay,38020,562068.3656,4212521.994
1902,bay,38040,562087.9869,4212525.868
1903,bay,38060,562107.6083,4212529.741
1904,bay,38080,562127.2296,4212533.614
1905,bay,38100,562146.8509,4212537.488
1906,bay,38120,562166.4722,4212541.361
1907,bay,38140,562186.0935,4212545.235
1908,bay,38160,562205.7198,4212549.083
1909,bay,38180,562225.3506,4212552.908
1910,bay,38200,562244.9813,4212556.734
1911,bay,38220,562264.6259,4212560.487
1912,bay,38240,562284.2716,4212564.235
1913,bay,38260,562303.9215,4212567.961
1914,bay,38280,562323.5867,4212571.605
1915,bay,38300,562343.252,4212575.249
1916,bay,38320,562362.9172,4212578.893
1917,bay,38340,562382.5824,4212582.537
1918,bay,38360,562402.2477,4212586.181
1919,bay,38380,562421.9195,4212589.789
1920,bay,38400,562441.6041,4212593.326
1921,bay,38420,562461.2887,4212596.864
1922,bay,38440,562480.9734,4212600.402
1923,bay,38460,562500.658,4212603.94
1924,bay,38480,562520.3426,4212607.477
1925,bay,38500,562540.0287,4212611.007
1926,bay,38520,562559.7243,4212614.483
1927,bay,38540,562579.4199,4212617.959
1928,bay,38560,562599.1155,4212621.435
1929,bay,38580,562618.8111,4212624.911
1930,bay,38600,562638.5067,4212628.387
1931,bay,38620,562658.2023,4212631.863
1932,bay,38640,562677.8979,4212635.339
