point,route,distance,x,y
1543,bay,30860,555498.0193,555498.0193
1544,bay,30880,555514.8433,555514.8433
1545,bay,30900,555531.6059,555531.6059
1546,bay,30920,555548.3685,555548.3685
1547,bay,30940,555565.1311,555565.1311
1548,bay,30960,555581.8937,555581.8937
1549,bay,30980,555598.6158,555598.6158
1550,bay,31000,555615.3173,555615.3173
1551,bay,31020,555632.0187,555632.0187
1552,bay,31040,555648.7202,555648.7202
1553,bay,31060,555665.4217,555665.4217
1554,bay,31080,555682.1231,555682.1231
1555,bay,31100,555698.8246,555698.8246
1556,bay,31120,555715.526,555715.526
1557,bay,31140,555732.2275,555732.2275
1558,bay,31160,555748.929,555748.929
1559,bay,31180,555765.6552,555765.6552
1560,bay,31200,555782.3981,555782.3981
1561,bay,31220,555799.1411,555799.1411
1562,bay,31240,555815.884,555815.884
1563,bay,31260,555832.6388,555832.6388
1564,bay,31280,555849.443,555849.443
1565,bay,31300,555866.2472,555866.2472
1566,bay,31320,555883.096,555883.096
1567,bay,31340,555899.9569,555899.9569
1568,bay,31360,555916.8521,555916.8521
1569,bay,31380,555933.7766,555933.7766
1570,bay,31400,555950.7295,555950.7295
1571,bay,31420,555967.7234,555967.7234
1572,bay,31440,555984.7409,555984.7409
1573,bay,31460,556001.7987,556001.7987
1574,bay,31480,556018.8564,556018.8564
1575,bay,31500,556035.9557,556035.9557
1576,bay,31520,556053.0659,556053.0659
1577,bay,31540,556070.1842,556070.1842
1578,bay,31560,556087.3443,556087.3443
1579,bay,31580,556104.5044,556104.5044
1580,bay,31600,556121.687,556121.687
1581,bay,31620,556138.8945,556138.8945
1582,bay,31640,556156.102,556156.102
1583,bay,31660,556173.3419,556173.3419
1584,bay,31680,556190.594,556190.594
1585,bay,31700,556207.8462,556207.8462
1586,bay,31720,556225.1364,556225.1364
1587,bay,31740,556242.4306,556242.4306
1588,bay,31760,556259.7248,556259.7248
1589,bay,31780,556277.0582,556277.0582
1590,bay,31800,556294.3916,556294.3916
1591,bay,31820,556311.7252,556311.7252
1592,bay,31840,556329.0948,556329.0948
1593,bay,31860,556346.4645,556346.4645
1594,bay,31880,556363.8342,556363.8342
1595,bay,31900,556381.2435,556381.2435
1596,bay,31920,556398.6576,556398.6576
1597,bay,31940,556416.0717,556416.0717
1598,bay,31960,556433.4858,556433.4858
1599,bay,31980,556450.8998,556450.8998
1600,bay,32000,556468.3235,556468.3235
1601,bay,32020,556485.7847,556485.7847
1602,bay,32040,556503.2459,556503.2459
1603,bay,32060,556520.7071,556520.7071
1604,bay,32080,556538.1683,556538.1683
1605,bay,32100,556555.6295,556555.6295
1606,bay,32120,556573.0907,556573.0907
1607,bay,32140,556590.5793,556590.5793
1608,bay,32160,556608.0726,556608.0726
1609,bay,32180,556625.5659,556625.5659
1610,bay,32200,556643.0592,556643.0592
1611,bay,32220,556660.5525,556660.5525
1612,bay,32240,556678.0458,556678.0458
1613,bay,32260,556695.5519,556695.5519
1614,bay,32280,556713.0601,556713.0601
1615,bay,32300,556730.5684,556730.5684
1616,bay,32320,556748.0766,556748.0766
1617,bay,32340,556765.5848,556765.5848
1618,bay,32360,556783.0931,556783.0931
1619,bay,32380,556800.6013,556800.6013
1620,bay,32400,556818.1096,556818.1096
1621,bay,32420,556835.6178,556835.6178
1622,bay,32440,556853.126,556853.126
1623,bay,32460,556870.6343,556870.6343
1624,bay,32480,556888.1425,556888.1425
1625,bay,32500,556905.6508,556905.6508
1626,bay,32520,556923.1469,556923.1469
1627,bay,32540,556940.637,556940.637
1628,bay,32560,556958.1271,556958.1271
1629,bay,32580,556975.6172,556975.6172
1630,bay,32600,556993.1073,556993.1073
1631,bay,32620,557010.5961,557010.5961
1632,bay,32640,557028.0787,557028.0787
1633,bay,32660,557045.5613,557045.5613
1634,bay,32680,557063.0439,557063.0439
1635,bay,32700,557080.5265,557080.5265
1636,bay,32720,557098.0091,557098.0091
1637,bay,32740,557115.4917,557115.4917
1638,bay,32760,557132.9743,557132.9743
1639,bay,32780,557150.4569,557150.4569
1640,bay,32800,557167.9395,557167.9395
1641,bay,32820,557185.4221,557185.4221
1642,bay,32840,557202.9047,557202.9047
1643,bay,32860,557220.3873,557220.3873
1644,bay,32880,557237.8699,557237.8699
1645,bay,32900,557255.3525,557255.3525
1646,bay,32920,557272.8529,557272.8529
1647,bay,32940,557290.3589,557290.3589
1648,bay,32960,557307.8648,557307.8648
1649,bay,32980,557325.3708,557325.3708
1650,bay,33000,557342.8768,557342.8768
1651,bay,33020,557360.3942,557360.3942
1652,bay,33040,557377.9223,557377.9223
1653,bay,33060,557395.4505,557395.4505
1654,bay,33080,557412.9787,557412.9787
1655,bay,33100,557430.5068,557430.5068
1656,bay,33120,557448.0549,557448.0549
1657,bay,33140,557465.6097,557465.6097
1658,bay,33160,557483.1645,557483.1645
1659,bay,33180,557500.7193,557500.7193
1660,bay,33200,557518.2763,557518.2763
1661,bay,33220,557535.862,557535.862
1662,bay,33240,557553.4476,557553.4476
1663,bay,33260,557571.0332,557571.0332
1664,bay,33280,557588.6188,557588.6188
1665,bay,33300,557606.2266,557606.2266
1666,bay,33320,557623.8461,557623.8461
1667,bay,33340,557641.4656,557641.4656
1668,bay,33360,557659.0851,557659.0851
1669,bay,33380,557676.7202,557676.7202
1670,bay,33400,557694.3764,557694.3764
1671,bay,33420,557712.0325,557712.0325
1672,bay,33440,557729.6886,557729.6886
1673,bay,33460,557747.3412,557747.3412
1674,bay,33480,557764.9878,557764.9878
1675,bay,33500,557782.6343,557782.6343
1676,bay,33520,557800.2809,557800.2809
1677,bay,33540,557817.9274,557817.9274
1678,bay,33560,557835.574,557835.574
1679,bay,33580,557853.2205,557853.2205
1680,bay,33600,557870.8671,557870.8671
1681,bay,33620,557888.5136,557888.5136
1682,bay,33640,557906.1602,557906.1602
1683,bay,33660,557923.8067,557923.8067
1684,bay,33680,557941.4734,557941.4734
1685,bay,33700,557959.1573,557959.1573
1686,bay,33720,557976.8412,557976.8412
1687,bay,33740,557994.5664,557994.5664
1688,bay,33760,558012.2955,558012.2955
1689,bay,33780,558030.0577,558030.0577
1690,bay,33800,558047.8459,558047.8459
1691,bay,33820,558065.6341,558065.6341
1692,bay,33840,558083.4944,558083.4944
1693,bay,33860,558101.3559,558101.3559
1694,bay,33880,558119.2638,558119.2638
1695,bay,33900,558137.2065,558137.2065
1696,bay,33920,558155.1737,558155.1737
1697,bay,33940,558173.2041,558173.2041
1698,bay,33960,558191.2406,558191.2406
1699,bay,33980,558209.3429,558209.3429
1700,bay,34000,558227.4451,558227.4451
1701,bay,34020,558245.5879,558245.5879
1702,bay,34040,558263.7427,558263.7427
1703,bay,34060,558281.9233,558281.9233
1704,bay,34080,558300.1311,558300.1311
1705,bay,34100,558318.351,558318.351
1706,bay,34120,558336.6124,558336.6124
1707,bay,34140,558354.8737,558354.8737
1708,bay,34160,558373.1884,558373.1884
1709,bay,34180,558391.5036,558391.5036
1710,bay,34200,558409.8611,558409.8611
1711,bay,34220,558428.2306,558428.2306
1712,bay,34240,558446.6323,558446.6323
1713,bay,34260,558465.0562,558465.0562
1714,bay,34280,558483.5034,558483.5034
1715,bay,34300,558501.982,558501.982
1716,bay,34320,558520.4779,558520.4779
1717,bay,34340,558539.0177,558539.0177
1718,bay,34360,558557.5794,558557.5794
1719,bay,34380,558576.1822,558576.1822
1720,bay,34400,558594.8041,558594.8041
1721,bay,34420,558613.4636,558613.4636
1722,bay,34440,558632.1347,558632.1347
1723,bay,34460,558650.8445,558650.8445
1724,bay,34480,558669.5545,558669.5545
1725,bay,34500,558688.3068,558688.3068
1726,bay,34520,558707.0592,558707.0592
1727,bay,34540,558725.837,558725.837
1728,bay,34560,558744.6241,558744.6241
1729,bay,34580,558763.4195,558763.4195
1730,bay,34600,558782.2428,558782.2428
1731,bay,34620,558801.066,558801.066
1732,bay,34640,558819.8893,558819.8893
1733,bay,34660,558838.7126,558838.7126
1734,bay,34680,558857.5358,558857.5358
1735,bay,34700,558876.3591,558876.3591
1736,bay,34720,558895.1951,558895.1951
1737,bay,34740,558914.0511,558914.0511
1738,bay,34760,558932.9071,558932.9071
1739,bay,34780,558951.7665,558951.7665
1740,bay,34800,558970.6683,558970.6683
1741,bay,34820,558989.5701,558989.5701
1742,bay,34840,559008.4719,559008.4719
1743,bay,34860,559027.3994,559027.3994
1744,bay,34880,559046.3423,559046.3423
1745,bay,34900,559065.2853,559065.2853
1746,bay,34920,559084.2285,559084.2285
1747,bay,34940,559103.2078,559103.2078
1748,bay,34960,559122.1872,559122.1872
1749,bay,34980,559141.1665,559141.1665
1750,bay,35000,559160.151,559160.151
1751,bay,35020,559179.1607,559179.1607
1752,bay,35040,559198.1704,559198.1704
1753,bay,35060,559217.18,559217.18
1754,bay,35080,559236.1972,559236.1972
1755,bay,35100,559255.2312,559255.2312
1756,bay,35120,559274.2652,559274.2652
1757,bay,35140,559293.2992,559293.2992
1758,bay,35160,559312.334,559312.334
1759,bay,35180,559331.392,559331.392
1760,bay,35200,559350.45,559350.45
1761,bay,35220,559369.508,559369.508
1762,bay,35240,559388.5659,559388.5659
1763,bay,35260,559407.6239,559407.6239
1764,bay,35280,559426.6819,559426.6819
1765,bay,35300,559445.7399,559445.7399
1766,bay,35320,559464.7979,559464.7979
1767,bay,35340,559483.8558,559483.8558
1768,bay,35360,559502.9138,559502.9138
1769,bay,35380,559521.9718,559521.9718
1770,bay,35400,559541.0298,559541.0298
1771,bay,35420,559560.0929,559560.0929
1772,bay,35440,559579.1619,559579.1619
1773,bay,35460,559598.2308,559598.2308
1774,bay,35480,559617.2997,559617.2997
1775,bay,35500,559636.3803,559636.3803
1776,bay,35520,559655.4658,559655.4658
1777,bay,35540,559674.5514,559674.5514
1778,bay,35560,559693.6369,559693.6369
1779,bay,35580,559712.7413,559712.7413
1780,bay,35600,559731.8497,559731.8497
1781,bay,35620,559750.9581,559750.9581
1782,bay,35640,559770.0665,559770.0665
1783,bay,35660,559789.1749,559789.1749
1784,bay,35680,559808.2833,559808.2833
1785,bay,35700,559827.3917,559827.3917
1786,bay,35720,559846.5,559846.5
1787,bay,35740,559865.6263,559865.6263
1788,bay,35760,559884.761,559884.761
1789,bay,35780,559903.8958,559903.8958
1790,bay,35800,559923.0305,559923.0305
1791,bay,35820,559942.1652,559942.1652
1792,bay,35840,559961.2999,559961.2999
1793,bay,35860,559980.4347,559980.4347
1794,bay,35880,559999.5694,559999.5694
1795,bay,35900,560018.7041,560018.7041
1796,bay,35920,560037.857,560037.857
1797,bay,35940,560057.0128,560057.0128
1798,bay,35960,560076.1687,560076.1687
1799,bay,35980,560095.3245,560095.3245
1800,bay,36000,560114.4803,560114.4803
1801,bay,36020,560133.6361,560133.6361
1802,bay,36040,560152.7919,560152.7919
1803,bay,36060,560171.9477,560171.9477
1804,bay,36080,560191.1035,560191.1035
1805,bay,36100,560210.2593,560210.2593
1806,bay,36120,560229.4229,560229.4229
1807,bay,36140,560248.588,560248.588
1808,bay,36160,560267.753,560267.753
1809,bay,36180,560286.918,560286.918
1810,bay,36200,560306.0831,560306.0831
1811,bay,36220,560325.2481,560325.2481
1812,bay,36240,560344.4132,560344.4132
1813,bay,36260,560363.5782,560363.5782
1814,bay,36280,560382.7433,560382.7433
1815,bay,36300,560401.916,560401.916
1816,bay,36320,560421.0897,560421.0897
1817,bay,36340,560440.2634,560440.2634
1818,bay,36360,560459.437,560459.437
1819,bay,36380,560478.6107,560478.6107
1820,bay,36400,560497.7843,560497.7843
1821,bay,36420,560516.9702,560516.9702
1822,bay,36440,560536.1577,560536.1577
1823,bay,36460,560555.3452,560555.3452
1824,bay,36480,560574.5328,560574.5328
1825,bay,36500,560593.7203,560593.7203
1826,bay,36520,560612.9149,560612.9149
1827,bay,36540,560632.1202,560632.1202
1828,bay,36560,560651.3256,560651.3256
1829,bay,36580,560670.5309,560670.5309
1830,bay,36600,560689.7363,560689.7363
1831,bay,36620,560708.9502,560708.9502
1832,bay,36640,560728.1768,560728.1768
1833,bay,36660,560747.4034,560747.4034
1834,bay,36680,560766.6299,560766.6299
1835,bay,36700,560785.8565,560785.8565
1836,bay,36720,560805.0957,560805.0957
1837,bay,36740,560824.3465,560824.3465
1838,bay,36760,560843.5973,560843.5973
1839,bay,36780,560862.8481,560862.8481
1840,bay,36800,560882.0989,560882.0989
1841,bay,36820,560901.3736,560901.3736
1842,bay,36840,560920.6508,560920.6508
1843,bay,36860,560939.9279,560939.9279
1844,bay,36880,560959.2051,560959.2051
1845,bay,36900,560978.4961,560978.4961
1846,bay,36920,560997.8014,560997.8014
1847,bay,36940,561017.1068,561017.1068
1848,bay,36960,561036.4121,561036.4121
1849,bay,36980,561055.7234,561055.7234
1850,bay,37000,561075.0533,561075.0533
1851,bay,37020,561094.3832,561094.3832
1852,bay,37040,561113.7131,561113.7131
1853,bay,37060,561133.0429,561133.0429
1854,bay,37080,561152.3728,561152.3728
1855,bay,37100,561171.7027,561171.7027
1856,bay,37120,561191.0326,561191.0326
1857,bay,37140,561210.3625,561210.3625
1858,bay,37160,561229.7127,561229.7127
1859,bay,37180,561249.0648,561249.0648
1860,bay,37200,561268.4169,561268.4169
1861,bay,37220,561287.777,561287.777
1862,bay,37240,561307.1475,561307.1475
1863,bay,37260,561326.518,561326.518
1864,bay,37280,561345.8928,561345.8928
1865,bay,37300,561365.2841,561365.2841
1866,bay,37320,561384.6754,561384.6754
1867,bay,37340,561404.0687,561404.0687
1868,bay,37360,561423.4828,561423.4828
1869,bay,37380,561442.8969,561442.8969
1870,bay,37400,561462.314,561462.314
1871,bay,37420,561481.7525,561481.7525
1872,bay,37440,561501.191,561501.191
1873,bay,37460,561520.6362,561520.6362
1874,bay,37480,561540.1003,561540.1003
1875,bay,37500,561559.5645,561559.5645
1876,bay,37520,561579.0432,561579.0432
1877,bay,37540,561598.5366,561598.5366
1878,bay,37560,561618.03,561618.03
1879,bay,37580,561637.5371,561637.5371
1880,bay,37600,561657.06,561657.06
1881,bay,37620,561676.583,561676.583
1882,bay,37640,561696.1139,561696.1139
1883,bay,37660,561715.6631,561715.6631
1884,bay,37680,561735.2124,561735.2124
1885,bay,37700,561754.7616,561754.7616
1886,bay,37720,561774.3337,561774.3337
1887,bay,37740,561793.906,561793.906
1888,bay,37760,561813.4782,561813.4782
1889,bay,37780,561833.0596,561833.0596
1890,bay,37800,561852.6509,561852.6509
1891,bay,37820,561872.2422,561872.2422
1892,bay,37840,561891.8335,561891.8335
1893,bay,37860,561911.4392,561911.4392
1894,bay,37880,561931.0456,561931.0456
1895,bay,37900,561950.6521,561950.6521
1896,bay,37920,561970.259,561970.259
1897,bay,37940,561989.8804,561989.8804
1898,bay,37960,562009.5017,562009.5017
1899,bay,37980,562029.123,562029.123
1900,bay,38000,562048.7443,562048.7443
1901,bay,38020,562068.3656,562068.3656
1902,bay,38040,562087.9869,562087.9869
1903,bay,38060,562107.6083,562107.6083
1904,bay,38080,562127.2296,562127.2296
1905,bay,38100,562146.8509,562146.8509
1906,bay,38120,562166.4722,562166.4722
1907,bay,38140,562186.0935,562186.0935
1908,bay,38160,562205.7198,562205.7198
1909,bay,38180,562225.3506,562225.3506
1910,bay,38200,562244.9813,562244.9813
1911,bay,38220,562264.6259,562264.6259
1912,bay,38240,562284.2716,562284.2716
1913,bay,38260,562303.9215,562303.9215
1914,bay,38280,562323.5867,562323.5867
1915,bay,38300,562343.252,562343.252
1916,bay,38320,562362.9172,562362.9172
1917,bay,38340,562382.5824,562382.5824
1918,bay,38360,562402.2477,562402.2477
1919,bay,38380,562421.9195,562421.9195
1920,bay,38400,562441.6041,562441.6041
1921,bay,38420,562461.2887,562461.2887
1922,bay,38440,562480.9734,562480.9734
1923,bay,38460,562500.658,562500.658
1924,bay,38480,562520.3426,562520.3426
1925,bay,38500,562540.0287,562540.0287
1926,bay,38520,562559.7243,562559.7243
1927,bay,38540,562579.4199,562579.4199
1928,bay,38560,562599.1155,562599.1155
1929,bay,38580,562618.8111,562618.8111
1930,bay,38600,562638.5067,562638.5067
1931,bay,38620,562658.2023,562658.2023
1932,bay,38640,562677.8979,562677.8979
1933,bay,38660,562697.5935,562697.5935
1934,bay,38680,562717.2892,562717.2892
1935,bay,38700,562736.9848,562736.9848
1936,bay,38720,562756.6804,562756.6804
1937,bay,38740,562776.376,562776.376
1938,bay,38760,562796.0669,562796.0669
1939,bay,38780,562815.7562,562815.7562
1940,bay,38800,562835.4455,562835.4455
1941,bay,38820,562855.1349,562855.1349
1942,bay,38840,562874.8242,562874.8242
1943,bay,38860,562894.506,562894.506
1944,bay,38880,562914.1815,562914.1815
1945,bay,38900,562933.8571,562933.8571
1946,bay,38920,562953.5326,562953.5326
1947,bay,38940,562973.2082,562973.2082
1948,bay,38960,562992.8818,562992.8818
1949,bay,38980,563012.537,563012.537
1950,bay,39000,563032.1921,563032.1921
1951,bay,39020,563051.8472,563051.8472
1952,bay,39040,563071.5023,563071.5023
1953,bay,39060,563091.1522,563091.1522
1954,bay,39080,563110.7808,563110.7808
1955,bay,39100,563130.4094,563130.4094
1956,bay,39120,563150.038,563150.038
1957,bay,39140,563169.6596,563169.6596
1958,bay,39160,563189.2623,563189.2623
1959,bay,39180,563208.8649,563208.8649
1960,bay,39200,563228.4675,563228.4675
1961,bay,39220,563248.0701,563248.0701
1962,bay,39240,563267.6556,563267.6556
1963,bay,39260,563287.2393,563287.2393
1964,bay,39280,563306.8229,563306.8229
1965,bay,39300,563326.4065,563326.4065
1966,bay,39320,563345.9848,563345.9848
1967,bay,39340,563365.5594,563365.5594
1968,bay,39360,563385.1341,563385.1341
1969,bay,39380,563404.7087,563404.7087
1970,bay,39400,563424.2833,563424.2833
1971,bay,39420,563443.858,563443.858
1972,bay,39440,563463.4326,563463.4326
1973,bay,39460,563483.0073,563483.0073
1974,bay,39480,563502.5819,563502.5819
1975,bay,39500,563522.1565,563522.1565
1976,bay,39520,563541.7312,563541.7312
1977,bay,39540,563561.3126,563561.3126
1978,bay,39560,563580.901,563580.901
1979,bay,39580,563600.4895,563600.4895
1980,bay,39600,563620.0816,563620.0816
1981,bay,39620,563639.6845,563639.6845
1982,bay,39640,563659.2874,563659.2874
1983,bay,39660,563678.8968,563678.8968
1984,bay,39680,563698.5186,563698.5186
1985,bay,39700,563718.1403,563718.1403
1986,bay,39720,563737.764,563737.764
1987,bay,39740,563757.4091,563757.4091
1988,bay,39760,563777.0541,563777.0541
1989,bay,39780,563796.6999,563796.6999
1990,bay,39800,563816.3703,563816.3703
1991,bay,39820,563836.0408,563836.0408
1992,bay,39840,563855.7145,563855.7145
1993,bay,39860,563875.4118,563875.4118
1994,bay,39880,563895.1091,563895.1091
1995,bay,39900,563914.8089,563914.8089
1996,bay,39920,563934.5134,563934.5134
1997,bay,39940,563954.2179,563954.2179
1998,bay,39960,563973.9223,563973.9223
1999,bay,39980,563993.6268,563993.6268
2000,bay,40000,564013.3313,564013.3313
2001,bay,40020,564033.0358,564033.0358
2002,bay,40040,564052.7403,564052.7403
2003,bay,40060,564072.4576,564072.4576
2004,bay,40080,564092.1793,564092.1793
2005,bay,40100,564111.913,564111.913
2006,bay,40120,564131.6537,564131.6537
2007,bay,40140,564151.412,564151.412
2008,bay,40160,564171.1762,564171.1762
2009,bay,40180,564190.9613,564190.9613
2010,bay,40200,564210.753,564210.753
2011,bay,40220,564230.5706,564230.5706
2012,bay,40240,564250.395,564250.395
2013,bay,40260,564270.2445,564270.2445
2014,bay,40280,564290.1109,564290.1109
2015,bay,40300,564309.9985,564309.9985
2016,bay,40320,564329.9046,564329.9046
2017,bay,40340,564349.8283,564349.8283
2018,bay,40360,564369.7609,564369.7609
2019,bay,40380,564389.7075,564389.7075
2020,bay,40400,564409.655,564409.655
2021,bay,40420,564429.6133,564429.6133
2022,bay,40440,564449.5717,564449.5717
2023,bay,40460,564469.5301,564469.5301
2024,bay,40480,564489.4885,564489.4885
2025,bay,40500,564509.4445,564509.4445
2026,bay,40520,564529.3959,564529.3959
2027,bay,40540,564549.3419,564549.3419
2028,bay,40560,564569.2766,564569.2766
2029,bay,40580,564589.2054,564589.2054
2030,bay,40600,564609.1114,564609.1114
2031,bay,40620,564629.0139,564629.0139
2032,bay,40640,564648.9086,564648.9086
2033,bay,40660,564668.8033,564668.8033
2034,bay,40680,564688.698,564688.698
2035,bay,40700,564708.5927,564708.5927
2036,bay,40720,564728.4803,564728.4803
2037,bay,40740,564748.3558,564748.3558
2038,bay,40760,564768.2126,564768.2126
2039,bay,40780,564788.0416,564788.0416
2040,bay,40800,564807.8406,564807.8406
2041,bay,40820,564827.6004,564827.6004
2042,bay,40840,564847.3102,564847.3102
2043,bay,40860,564866.9593,564866.9593
2044,bay,40880,564886.5471,564886.5471
2045,bay,40900,564906.0776,564906.0776
2046,bay,40920,564925.549,564925.549
2047,bay,40940,564944.9616,564944.9616
2048,bay,40960,564964.3291,564964.3291
2049,bay,40980,564983.6569,564983.6569
2050,bay,41000,565002.9508,565002.9508
2051,bay,41020,565022.2012,565022.2012
2052,bay,41040,565041.4358,565041.4358
2053,bay,41060,565060.6505,565060.6505
2054,bay,41080,565079.8357,565079.8357
2055,bay,41100,565098.9246,565098.9246
2056,bay,41120,565117.9047,565117.9047
2057,bay,41140,565136.7883,565136.7883
2058,bay,41160,565155.5732,565155.5732
2059,bay,41180,565174.342,565174.342
2060,bay,41200,565193.048,565193.048
2061,bay,41220,565211.7539,565211.7539
2062,bay,41240,565230.4598,565230.4598
2063,bay,41260,565249.1658,565249.1658
2064,bay,41280,565267.9312,565267.9312
2065,bay,41300,565286.7651,565286.7651
2066,bay,41320,565305.686,565305.686
2067,bay,41340,565324.7041,565324.7041
2068,bay,41360,565343.8365,565343.8365
2069,bay,41380,565363.093,565363.093
2070,bay,41400,565382.4655,565382.4655
2071,bay,41420,565401.9165,565401.9165
2072,bay,41440,565421.4242,565421.4242
2073,bay,41460,565440.9799,565440.9799
2074,bay,41480,565460.5752,565460.5752
2075,bay,41500,565480.2031,565480.2031
2076,bay,41520,565499.8592,565499.8592
2077,bay,41540,565519.5495,565519.5495
2078,bay,41560,565539.2433,565539.2433
2079,bay,41580,565558.9372,565558.9372
2080,bay,41600,565578.6701,565578.6701
2081,bay,41620,565598.4067,565598.4067
2082,bay,41640,565618.1816,565618.1816
2083,bay,41660,565637.9634,565637.9634
2084,bay,41680,565657.7664,565657.7664
2085,bay,41700,565677.5826,565677.5826
2086,bay,41720,565697.4028,565697.4028
2087,bay,41740,565717.2429,565717.2429
2088,bay,41760,565737.083,565737.083
2089,bay,41780,565756.9264,565756.9264
2090,bay,41800,565776.7822,565776.7822
2091,bay,41820,565796.6427,565796.6427
2092,bay,41840,565816.5141,565816.5141
2093,bay,41860,565836.3917,565836.3917
2094,bay,41880,565856.2779,565856.2779
2095,bay,41900,565876.1722,565876.1722
2096,bay,41920,565896.0728,565896.0728
2097,bay,41940,565915.9831,565915.9831
2098,bay,41960,565935.8974,565935.8974
2099,bay,41980,565955.8231,565955.8231
2100,bay,42000,565975.7511,565975.7511
2101,bay,42020,565995.6904,565995.6904
2102,bay,42040,566015.6328,566015.6328
2103,bay,42060,566035.5832,566035.5832
2104,bay,42080,566055.5386,566055.5386
2105,bay,42100,566075.4986,566075.4986
2106,bay,42120,566095.4634,566095.4634
2107,bay,42140,566115.4318,566115.4318
2108,bay,42160,566135.4053,566135.4053
2109,bay,42180,566155.3815,566155.3815
2110,bay,42200,566175.363,566175.363
2111,bay,42220,566195.3461,566195.3461
2112,bay,42240,566215.3347,566215.3347
2113,bay,42260,566235.3243,566235.3243
2114,bay,42280,566255.3181,566255.3181
2115,bay,42300,566275.3131,566275.3131
2116,bay,42320,566295.3105,566295.3105
2117,bay,42340,566315.309,566315.309
2118,bay,42360,566335.3085,566335.3085
2119,bay,42380,566355.3084,566355.3084
2120,bay,42400,566375.3084,566375.3084
2121,bay,42420,566395.3079,566395.3079
2122,bay,42440,566415.3068,566415.3068
2123,bay,42460,566435.3046,566435.3046
2124,bay,42480,566455.3005,566455.3005
2125,bay,42500,566475.2951,566475.2951
2126,bay,42520,566495.2851,566495.2851
2127,bay,42540,566515.2726,566515.2726
2128,bay,42560,566535.2556,566535.2556
2129,bay,42580,566555.2315,566555.2315
2130,bay,42600,566575.2024,566575.2024
2131,bay,42620,566595.165,566595.165
2132,bay,42640,566615.1164,566615.1164
2133,bay,42660,566635.0594,566635.0594
2134,bay,42680,566654.9916,566654.9916
2135,bay,42700,566674.9094,566674.9094
2136,bay,42720,566694.8192,566694.8192
2137,bay,42740,566714.7162,566714.7162
2138,bay,42760,566734.6007,566734.6007
2139,bay,42780,566754.4789,566754.4789
2140,bay,42800,566774.3399,566774.3399
2141,bay,42820,566794.1956,566794.1956
2142,bay,42840,566814.0395,566814.0395
2143,bay,42860,566833.8756,566833.8756
2144,bay,42880,566853.7036,566853.7036
2145,bay,42900,566873.5146,566873.5146
2146,bay,42920,566893.3099,566893.3099
2147,bay,42940,566913.0647,566913.0647
2148,bay,42960,566932.8076,566932.8076
2149,bay,42980,566952.4998,566952.4998
2150,bay,43000,566972.1874,566972.1874
2151,bay,43020,566991.8257,566991.8257
2152,bay,43040,567011.4634,567011.4634
2153,bay,43060,567031.0564,567031.0564
2154,bay,43080,567050.6467,567050.6467
2155,bay,43100,567070.2022,567070.2022
2156,bay,43120,567089.7578,567089.7578
2157,bay,43140,567109.2783,567109.2783
2158,bay,43160,567128.7958,567128.7958
2159,bay,43180,567148.3132,567148.3132
2160,bay,43200,567167.8307,567167.8307
2161,bay,43220,567187.3482,567187.3482
2162,bay,43240,567206.8657,567206.8657
2163,bay,43260,567226.3831,567226.3831
2164,bay,43280,567245.9006,567245.9006
2165,bay,43300,567265.4456,567265.4456
2166,bay,43320,567284.9944,567284.9944
2167,bay,43340,567304.5432,567304.5432
2168,bay,43360,567324.116,567324.116
2169,bay,43380,567343.7097,567343.7097
2170,bay,43400,567363.3322,567363.3322
2171,bay,43420,567382.9672,567382.9672
2172,bay,43440,567402.6424,567402.6424
2173,bay,43460,567422.3369,567422.3369
2174,bay,43480,567442.0556,567442.0556
2175,bay,43500,567461.8132,567461.8132
2176,bay,43520,567481.5744,567481.5744
2177,bay,43540,567501.3614,567501.3614
2178,bay,43560,567521.1593,567521.1593
2179,bay,43580,567540.9694,567540.9694
2180,bay,43600,567560.7981,567560.7981
2181,bay,43620,567580.6268,567580.6268
2182,bay,43640,567600.4803,567600.4803
2183,bay,43660,567620.3344,567620.3344
2184,bay,43680,567640.1963,567640.1963
2185,bay,43700,567660.0697,567660.0697
2186,bay,43720,567679.9431,567679.9431
2187,bay,43740,567699.83,567699.83
2188,bay,43760,567719.7176,567719.7176
2189,bay,43780,567739.6082,567739.6082
2190,bay,43800,567759.5088,567759.5088
2191,bay,43820,567779.4094,567779.4094
2192,bay,43840,567799.31,567799.31
2193,bay,43860,567819.2106,567819.2106
2194,bay,43880,567839.1112,567839.1112
2195,bay,43900,567859.0118,567859.0118
2196,bay,43920,567878.9124,567878.9124
2197,bay,43940,567898.813,567898.813
2198,bay,43960,567918.7136,567918.7136
2199,bay,43980,567938.613,567938.613
2200,bay,44000,567958.5031,567958.5031
2201,bay,44020,567978.3932,567978.3932
2202,bay,44040,567998.2833,567998.2833
2203,bay,44060,568018.1733,568018.1733
2204,bay,44080,568038.0482,568038.0482
2205,bay,44100,568057.9215,568057.9215
2206,bay,44120,568077.7843,568077.7843
2207,bay,44140,568097.6412,568097.6412
2208,bay,44160,568117.4877,568117.4877
2209,bay,44180,568137.3247,568137.3247
2210,bay,44200,568157.1499,568157.1499
2211,bay,44220,568176.9636,568176.9636
2212,bay,44240,568196.7656,568196.7656
2213,bay,44260,568216.5592,568216.5592
2214,bay,44280,568236.3528,568236.3528
