point,route,distance,x,y
0,bay,0,545880.4612,545880.4612
1,bay,20,545896.6046,545896.6046
2,bay,40,545912.7479,545912.7479
3,bay,60,545928.9078,545928.9078
4,bay,80,545945.1113,545945.1113
5,bay,100,545961.3147,545961.3147
6,bay,120,545977.5511,545977.5511
7,bay,140,545993.8143,545993.8143
8,bay,160,546010.0775,546010.0775
9,bay,180,546026.3899,546026.3899
10,bay,200,546042.7124,546042.7124
11,bay,220,546059.0411,546059.0411
12,bay,240,546075.4225,546075.4225
13,bay,260,546091.8039,546091.8039
14,bay,280,546108.2077,546108.2077
15,bay,300,546124.6476,546124.6476
16,bay,320,546141.0875,546141.0875
17,bay,340,546157.5658,546157.5658
18,bay,360,546174.0637,546174.0637
19,bay,380,546190.5617,546190.5617
20,bay,400,546207.1137,546207.1137
21,bay,420,546223.6693,546223.6693
22,bay,440,546240.2368,546240.2368
23,bay,460,546256.8477,546256.8477
24,bay,480,546273.4587,546273.4587
25,bay,500,546290.08,546290.08
26,bay,520,546306.7463,546306.7463
27,bay,540,546323.4125,546323.4125
28,bay,560,546340.093,546340.093
29,bay,580,546356.8171,546356.8171
30,bay,600,546373.5412,546373.5412
31,bay,620,546390.2879,546390.2879
32,bay,640,546407.0722,546407.0722
33,bay,660,546423.8566,546423.8566
34,bay,680,546440.6764,546440.6764
35,bay,700,546457.5231,546457.5231
36,bay,720,546474.3698,546474.3698
37,bay,740,546491.2694,546491.2694
38,bay,760,546508.1805,546508.1805
39,bay,780,546525.0998,546525.0998
40,bay,800,546542.0771,546542.0771
41,bay,820,546559.0544,546559.0544
42,bay,840,546576.0641,546576.0641
43,bay,860,546593.1093,546593.1093
44,bay,880,546610.1545,546610.1545
45,bay,900,546627.2525,546627.2525
46,bay,920,546644.3582,546644.3582
47,bay,940,546661.4946,546661.4946
48,bay,960,546678.6519,546678.6519
49,bay,980,546695.826,546695.826
50,bay,1000,546713.0348,546713.0348
51,bay,1020,546730.2467,546730.2467
52,bay,1040,546747.5068,546747.5068
53,bay,1060,546764.7669,546764.7669
54,bay,1080,546782.0679,546782.0679
55,bay,1100,546799.3792,546799.3792
56,bay,1120,546816.7183,546816.7183
57,bay,1140,546834.0804,546834.0804
58,bay,1160,546851.4578,546851.4578
59,bay,1180,546868.8708,546868.8708
60,bay,1200,546886.2867,546886.2867
61,bay,1220,546903.7502,546903.7502
62,bay,1240,546921.2138,546921.2138
63,bay,1260,546938.7249,546938.7249
64,bay,1280,546956.2464,546956.2464
65,bay,1300,546973.7992,546973.7992
66,bay,1320,546991.3827,546991.3827
67,bay,1340,547008.9734,547008.9734
68,bay,1360,547026.6146,547026.6146
69,bay,1380,547044.2559,547044.2559
70,bay,1400,547061.9325,547061.9325
71,bay,1420,547079.627,547079.627
72,bay,1440,547097.3269,547097.3269
73,bay,1460,547115.0701,547115.0701
74,bay,1480,547132.8132,547132.8132
75,bay,1500,547150.5765,547150.5765
76,bay,1520,547168.3632,547168.3632
77,bay,1540,547186.15,547186.15
78,bay,1560,547203.9627,547203.9627
79,bay,1580,547221.7879,547221.7879
80,bay,1600,547239.6132,547239.6132
81,bay,1620,547257.4616,547257.4616
82,bay,1640,547275.3196,547275.3196
83,bay,1660,547293.1776,547293.1776
84,bay,1680,547311.0576,547311.0576
85,bay,1700,547328.9625,547328.9625
86,bay,1720,547346.8675,547346.8675
87,bay,1740,547364.7886,547364.7886
88,bay,1760,547382.7552,547382.7552
89,bay,1780,547400.7218,547400.7218
90,bay,1800,547418.6883,547418.6883
91,bay,1820,547436.7072,547436.7072
92,bay,1840,547454.7297,547454.7297
93,bay,1860,547472.7523,547472.7523
94,bay,1880,547490.7977,547490.7977
95,bay,1900,547508.8702,547508.8702
96,bay,1920,547526.9428,547526.9428
97,bay,1940,547545.0154,547545.0154
98,bay,1960,547563.1216,547563.1216
99,bay,1980,547581.237,547581.237
100,bay,2000,547599.3525,547599.3525
101,bay,2020,547617.4685,547617.4685
102,bay,2040,547635.6195,547635.6195
103,bay,2060,547653.7705,547653.7705
104,bay,2080,547671.9215,547671.9215
105,bay,2100,547690.0725,547690.0725
106,bay,2120,547708.2479,547708.2479
107,bay,2140,547726.4265,547726.4265
108,bay,2160,547744.6051,547744.6051
109,bay,2180,547762.7836,547762.7836
110,bay,2200,547780.968,547780.968
111,bay,2220,547799.1641,547799.1641
112,bay,2240,547817.3603,547817.3603
113,bay,2260,547835.5565,547835.5565
114,bay,2280,547853.7526,547853.7526
115,bay,2300,547871.9488,547871.9488
116,bay,2320,547890.145,547890.145
117,bay,2340,547908.3652,547908.3652
118,bay,2360,547926.5888,547926.5888
119,bay,2380,547944.8298,547944.8298
120,bay,2400,547963.0989,547963.0989
121,bay,2420,547981.368,547981.368
122,bay,2440,547999.6688,547999.6688
123,bay,2460,548017.9787,548017.9787
124,bay,2480,548036.2896,548036.2896
125,bay,2500,548054.6352,548054.6352
126,bay,2520,548072.9808,548072.9808
127,bay,2540,548091.3297,548091.3297
128,bay,2560,548109.7132,548109.7132
129,bay,2580,548128.0967,548128.0967
130,bay,2600,548146.4803,548146.4803
131,bay,2620,548164.8638,548164.8638
132,bay,2640,548183.2473,548183.2473
133,bay,2660,548201.6482,548201.6482
134,bay,2680,548220.057,548220.057
135,bay,2700,548238.4657,548238.4657
136,bay,2720,548256.8745,548256.8745
137,bay,2740,548275.2833,548275.2833
138,bay,2760,548293.692,548293.692
139,bay,2780,548312.1008,548312.1008
140,bay,2800,548330.5095,548330.5095
141,bay,2820,548348.9183,548348.9183
142,bay,2840,548367.327,548367.327
143,bay,2860,548385.7358,548385.7358
144,bay,2880,548404.1446,548404.1446
145,bay,2900,548422.5496,548422.5496
146,bay,2920,548440.9312,548440.9312
147,bay,2940,548459.3127,548459.3127
148,bay,2960,548477.6943,548477.6943
149,bay,2980,548496.0496,548496.0496
150,bay,3000,548514.4038,548514.4038
151,bay,3020,548532.755,548532.755
152,bay,3040,548551.0758,548551.0758
153,bay,3060,548569.3966,548569.3966
154,bay,3080,548587.7056,548587.7056
155,bay,3100,548605.9872,548605.9872
156,bay,3120,548624.2688,548624.2688
157,bay,3140,548642.521,548642.521
158,bay,3160,548660.7587,548660.7587
159,bay,3180,548678.9889,548678.9889
160,bay,3200,548697.1781,548697.1781
161,bay,3220,548715.3673,548715.3673
162,bay,3240,548733.5133,548733.5133
163,bay,3260,548751.6233,548751.6233
164,bay,3280,548769.6919,548769.6919
165,bay,3300,548787.6874,548787.6874
166,bay,3320,548805.672,548805.672
167,bay,3340,548823.6566,548823.6566
168,bay,3360,548841.5833,548841.5833
169,bay,3380,548859.4837,548859.4837
170,bay,3400,548877.3842,548877.3842
171,bay,3420,548895.2644,548895.2644
172,bay,3440,548913.1248,548913.1248
173,bay,3460,548930.9853,548930.9853
174,bay,3480,548948.8457,548948.8457
175,bay,3500,548966.7061,548966.7061
176,bay,3520,548984.5666,548984.5666
177,bay,3540,549002.427,549002.427
178,bay,3560,549020.2874,549020.2874
179,bay,3580,549038.1539,549038.1539
180,bay,3600,549056.08,549056.08
181,bay,3620,549074.0062,549074.0062
182,bay,3640,549091.9735,549091.9735
183,bay,3660,549109.9692,549109.9692
184,bay,3680,549127.9967,549127.9967
185,bay,3700,549146.0841,549146.0841
186,bay,3720,549164.1716,549164.1716
187,bay,3740,549182.3505,549182.3505
188,bay,3760,549200.5524,549200.5524
189,bay,3780,549218.8067,549218.8067
190,bay,3800,549237.1337,549237.1337
191,bay,3820,549255.4818,549255.4818
192,bay,3840,549273.9415,549273.9415
193,bay,3860,549292.4012,549292.4012
194,bay,3880,549310.9447,549310.9447
195,bay,3900,549329.4884,549329.4884
196,bay,3920,549348.0322,549348.0322
197,bay,3940,549366.5851,549366.5851
198,bay,3960,549385.1879,549385.1879
199,bay,3980,549403.83,549403.83
200,bay,4000,549422.5137,549422.5137
201,bay,4020,549441.2449,549441.2449
202,bay,4040,549460.0372,549460.0372
203,bay,4060,549478.9021,549478.9021
204,bay,4080,549497.8354,549497.8354
205,bay,4100,549516.8779,549516.8779
206,bay,4120,549536.1323,549536.1323
207,bay,4140,549555.5312,549555.5312
208,bay,4160,549575.0335,549575.0335
209,bay,4180,549594.5859,549594.5859
210,bay,4200,549614.1553,549614.1553
211,bay,4220,549633.7173,549633.7173
212,bay,4240,549653.2385,549653.2385
213,bay,4260,549672.681,549672.681
214,bay,4280,549691.9859,549691.9859
215,bay,4300,549711.1054,549711.1054
216,bay,4320,549729.98,549729.98
217,bay,4340,549748.4432,549748.4432
218,bay,4360,549766.4146,549766.4146
219,bay,4380,549783.8054,549783.8054
220,bay,4400,549800.7009,549800.7009
221,bay,4420,549817.0503,549817.0503
222,bay,4440,549832.9022,549832.9022
223,bay,4460,549848.3281,549848.3281
224,bay,4480,549863.3749,549863.3749
225,bay,4500,549878.054,549878.054
226,bay,4520,549892.4755,549892.4755
227,bay,4540,549906.6533,549906.6533
228,bay,4560,549920.7466,549920.7466
229,bay,4580,549934.7248,549934.7248
230,bay,4600,549948.703,549948.703
231,bay,4620,549962.6812,549962.6812
232,bay,4640,549976.7439,549976.7439
233,bay,4660,549990.985,549990.985
234,bay,4680,550005.4515,550005.4515
235,bay,4700,550020.1891,550020.1891
236,bay,4720,550035.254,550035.254
237,bay,4740,550050.7366,550050.7366
238,bay,4760,550066.473,550066.473
239,bay,4780,550082.4057,550082.4057
240,bay,4800,550098.4842,550098.4842
241,bay,4820,550114.6969,550114.6969
242,bay,4840,550131.0615,550131.0615
243,bay,4860,550147.5783,550147.5783
244,bay,4880,550164.1946,550164.1946
245,bay,4900,550180.9058,550180.9058
246,bay,4920,550197.7645,550197.7645
247,bay,4940,550214.6911,550214.6911
248,bay,4960,550231.6925,550231.6925
249,bay,4980,550248.7934,550248.7934
250,bay,5000,550265.9581,550265.9581
251,bay,5020,550283.1767,550283.1767
252,bay,5040,550300.462,550300.462
253,bay,5060,550317.7979,550317.7979
254,bay,5080,550335.1655,550335.1655
255,bay,5100,550352.5972,550352.5972
256,bay,5120,550370.029,550370.029
257,bay,5140,550387.4726,550387.4726
258,bay,5160,550404.9544,550404.9544
259,bay,5180,550422.4362,550422.4362
260,bay,5200,550439.9179,550439.9179
261,bay,5220,550457.3997,550457.3997
262,bay,5240,550474.8814,550474.8814
263,bay,5260,550492.3632,550492.3632
264,bay,5280,550509.8368,550509.8368
265,bay,5300,550527.2538,550527.2538
266,bay,5320,550544.6585,550544.6585
267,bay,5340,550562.0071,550562.0071
268,bay,5360,550579.3173,550579.3173
269,bay,5380,550596.5762,550596.5762
270,bay,5400,550613.7724,550613.7724
271,bay,5420,550630.918,550630.918
272,bay,5440,550647.9599,550647.9599
273,bay,5460,550664.9565,550664.9565
274,bay,5480,550681.8256,550681.8256
275,bay,5500,550698.602,550698.602
276,bay,5520,550715.2977,550715.2977
277,bay,5540,550731.8283,550731.8283
278,bay,5560,550748.2869,550748.2869
279,bay,5580,550764.5539,550764.5539
280,bay,5600,550780.6882,550780.6882
281,bay,5620,550796.7091,550796.7091
282,bay,5640,550812.4682,550812.4682
283,bay,5660,550828.0896,550828.0896
284,bay,5680,550843.5529,550843.5529
285,bay,5700,550858.7145,550858.7145
286,bay,5720,550873.6952,550873.6952
287,bay,5740,550888.4909,550888.4909
288,bay,5760,550902.9956,550902.9956
289,bay,5780,550917.2916,550917.2916
290,bay,5800,550931.3821,550931.3821
291,bay,5820,550945.2026,550945.2026
292,bay,5840,550958.9365,550958.9365
293,bay,5860,550972.3694,550972.3694
294,bay,5880,550985.6837,550985.6837
295,bay,5900,550998.7918,550998.7918
296,bay,5920,551011.7196,551011.7196
297,bay,5940,551024.5164,551024.5164
298,bay,5960,551037.0954,551037.0954
299,bay,5980,551049.5964,551049.5964
300,bay,6000,551061.8676,551061.8676
301,bay,6020,551074.0905,551074.0905
302,bay,6040,551086.1173,551086.1173
303,bay,6060,551098.0771,551098.0771
304,bay,6080,551109.8711,551109.8711
305,bay,6100,551121.5981,551121.5981
306,bay,6120,551133.2147,551133.2147
307,bay,6140,551144.7505,551144.7505
308,bay,6160,551156.2093,551156.2093
309,bay,6180,551167.6042,551167.6042
310,bay,6200,551178.9386,551178.9386
311,bay,6220,551190.2045,551190.2045
312,bay,6240,551201.4457,551201.4457
313,bay,6260,551212.621,551212.621
314,bay,6280,551223.7747,551223.7747
315,bay,6300,551234.9285,551234.9285
316,bay,6320,551246.0822,551246.0822
317,bay,6340,551257.236,551257.236
318,bay,6360,551268.3897,551268.3897
319,bay,6380,551279.5435,551279.5435
320,bay,6400,551290.7517,551290.7517
321,bay,6420,551301.9615,551301.9615
322,bay,6440,551313.2137,551313.2137
323,bay,6460,551324.5433,551324.5433
324,bay,6480,551335.8729,551335.8729
325,bay,6500,551347.3215,551347.3215
326,bay,6520,551358.8186,551358.8186
327,bay,6540,551370.3677,551370.3677
328,bay,6560,551382.0221,551382.0221
329,bay,6580,551393.8017,551393.8017
330,bay,6600,551405.6817,551405.6817
331,bay,6620,551417.6699,551417.6699
332,bay,6640,551429.7759,551429.7759
333,bay,6660,551442.0087,551442.0087
334,bay,6680,551454.3775,551454.3775
335,bay,6700,551466.9075,551466.9075
336,bay,6720,551479.5906,551479.5906
337,bay,6740,551492.4561,551492.4561
338,bay,6760,551505.6115,551505.6115
339,bay,6780,551518.9994,551518.9994
340,bay,6800,551532.6,551532.6
341,bay,6820,551546.3938,551546.3938
342,bay,6840,551560.4147,551560.4147
343,bay,6860,551574.4982,551574.4982
344,bay,6880,551588.7857,551588.7857
345,bay,6900,551603.1192,551603.1192
346,bay,6920,551617.6363,551617.6363
347,bay,6940,551632.164,551632.164
348,bay,6960,551646.8115,551646.8115
349,bay,6980,551661.4778,551661.4778
350,bay,7000,551676.1918,551676.1918
351,bay,7020,551690.9229,551690.9229
352,bay,7040,551705.654,551705.654
353,bay,7060,551720.3851,551720.3851
354,bay,7080,551735.1162,551735.1162
355,bay,7100,551749.8473,551749.8473
356,bay,7120,551764.4665,551764.4665
357,bay,7140,551779.0525,551779.0525
358,bay,7160,551793.5423,551793.5423
359,bay,7180,551807.912,551807.912
360,bay,7200,551822.2272,551822.2272
361,bay,7220,551836.3302,551836.3302
362,bay,7240,551850.34,551850.34
363,bay,7260,551864.1553,551864.1553
364,bay,7280,551877.7471,551877.7471
365,bay,7300,551891.1842,551891.1842
366,bay,7320,551904.3306,551904.3306
367,bay,7340,551917.2074,551917.2074
368,bay,7360,551929.7896,551929.7896
369,bay,7380,551942.049,551942.049
370,bay,7400,551953.9011,551953.9011
371,bay,7420,551965.3683,551965.3683
372,bay,7440,551976.4225,551976.4225
373,bay,7460,551986.9729,551986.9729
374,bay,7480,551997.0092,551997.0092
375,bay,7500,552006.5352,552006.5352
376,bay,7520,552015.3961,552015.3961
377,bay,7540,552023.679,552023.679
378,bay,7560,552031.3756,552031.3756
379,bay,7580,552038.5677,552038.5677
380,bay,7600,552045.314,552045.314
381,bay,7620,552051.6295,552051.6295
382,bay,7640,552057.5299,552057.5299
383,bay,7660,552063.0308,552063.0308
384,bay,7680,552068.1479,552068.1479
385,bay,7700,552072.8968,552072.8968
386,bay,7720,552077.293,552077.293
387,bay,7740,552081.3518,552081.3518
388,bay,7760,552085.0879,552085.0879
389,bay,7780,552088.5161,552088.5161
390,bay,7800,552091.6506,552091.6506
391,bay,7820,552094.505,552094.505
392,bay,7840,552097.0687,552097.0687
393,bay,7860,552099.3654,552099.3654
394,bay,7880,552101.4187,552101.4187
395,bay,7900,552103.2392,552103.2392
396,bay,7920,552104.839,552104.839
397,bay,7940,552106.2295,552106.2295
398,bay,7960,552107.4217,552107.4217
399,bay,7980,552108.3881,552108.3881
400,bay,8000,552109.1586,552109.1586
401,bay,8020,552109.7602,552109.7602
402,bay,8040,552110.2028,552110.2028
403,bay,8060,552110.4938,552110.4938
404,bay,8080,552110.5793,552110.5793
405,bay,8100,552110.5322,552110.5322
406,bay,8120,552110.361,552110.361
407,bay,8140,552110.0578,552110.0578
408,bay,8160,552109.5905,552109.5905
409,bay,8180,552109.0246,552109.0246
410,bay,8200,552108.3671,552108.3671
411,bay,8220,552107.5519,552107.5519
412,bay,8240,552106.6592,552106.6592
413,bay,8260,552105.6929,552105.6929
414,bay,8280,552104.5931,552104.5931
415,bay,8300,552103.3946,552103.3946
416,bay,8320,552102.0074,552102.0074
417,bay,8340,552100.2181,552100.2181
418,bay,8360,552098.1765,552098.1765
419,bay,8380,552095.8907,552095.8907
420,bay,8400,552093.2622,552093.2622
421,bay,8420,552090.3465,552090.3465
422,bay,8440,552087.2134,552087.2134
423,bay,8460,552083.8085,552083.8085
424,bay,8480,552080.0945,552080.0945
425,bay,8500,552076.1907,552076.1907
426,bay,8520,552072.0542,552072.0542
427,bay,8540,552067.6203,552067.6203
428,bay,8560,552063.0236,552063.0236
429,bay,8580,552058.2032,552058.2032
430,bay,8600,552053.1274,552053.1274
431,bay,8620,552047.9154,552047.9154
432,bay,8640,552042.46,552042.46
433,bay,8660,552036.8197,552036.8197
434,bay,8680,552031.0654,552031.0654
435,bay,8700,552025.0279,552025.0279
436,bay,8720,552018.8976,552018.8976
437,bay,8740,552012.5837,552012.5837
438,bay,8760,552006.105,552006.105
439,bay,8780,551999.5303,551999.5303
440,bay,8800,551992.7441,551992.7441
441,bay,8820,551985.8698,551985.8698
442,bay,8840,551978.847,551978.847
443,bay,8860,551971.6895,551971.6895
444,bay,8880,551964.4649,551964.4649
445,bay,8900,551957.0505,551957.0505
446,bay,8920,551949.5854,551949.5854
447,bay,8940,551941.99,551941.99
448,bay,8960,551934.3087,551934.3087
449,bay,8980,551926.5447,551926.5447
450,bay,9000,551918.6732,551918.6732
451,bay,9020,551910.7522,551910.7522
452,bay,9040,551902.7157,551902.7157
453,bay,9060,551894.6498,551894.6498
454,bay,9080,551886.4442,551886.4442
455,bay,9100,551878.2099,551878.2099
456,bay,9120,551869.9756,551869.9756
457,bay,9140,551861.6515,551861.6515
458,bay,9160,551853.2427,551853.2427
459,bay,9180,551844.834,551844.834
460,bay,9200,551836.4252,551836.4252
461,bay,9220,551827.9133,551827.9133
462,bay,9240,551819.3806,551819.3806
463,bay,9260,551810.8478,551810.8478
464,bay,9280,551802.3045,551802.3045
465,bay,9300,551793.7136,551793.7136
466,bay,9320,551785.1227,551785.1227
467,bay,9340,551776.5318,551776.5318
468,bay,9360,551767.9409,551767.9409
469,bay,9380,551759.35,551759.35
470,bay,9400,551750.7591,551750.7591
471,bay,9420,551742.1682,551742.1682
472,bay,9440,551733.5773,551733.5773
473,bay,9460,551724.9864,551724.9864
474,bay,9480,551716.4718,551716.4718
475,bay,9500,551707.9711,551707.9711
476,bay,9520,551699.4852,551699.4852
477,bay,9540,551691.0821,551691.0821
478,bay,9560,551682.6791,551682.6791
479,bay,9580,551674.2444,551674.2444
480,bay,9600,551665.7985,551665.7985
481,bay,9620,551657.3527,551657.3527
482,bay,9640,551648.7263,551648.7263
483,bay,9660,551640.0869,551640.0869
484,bay,9680,551631.4331,551631.4331
485,bay,9700,551622.6076,551622.6076
486,bay,9720,551613.782,551613.782
487,bay,9740,551604.9257,551604.9257
488,bay,9760,551595.9214,551595.9214
489,bay,9780,551586.9171,551586.9171
490,bay,9800,551577.8764,551577.8764
491,bay,9820,551568.701,551568.701
492,bay,9840,551559.5256,551559.5256
493,bay,9860,551550.3182,551550.3182
494,bay,9880,551540.9793,551540.9793
495,bay,9900,551531.6404,551531.6404
496,bay,9920,551522.284,551522.284
497,bay,9940,551512.7895,551512.7895
498,bay,9960,551503.295,551503.295
499,bay,9980,551493.8005,551493.8005
500,bay,10000,551484.1644,551484.1644
501,bay,10020,551474.5223,551474.5223
502,bay,10040,551464.8802,551464.8802
503,bay,10060,551455.1376,551455.1376
504,bay,10080,551445.3571,551445.3571
505,bay,10100,551435.5766,551435.5766
506,bay,10120,551425.7378,551425.7378
507,bay,10140,551415.8281,551415.8281
508,bay,10160,551405.9185,551405.9185
509,bay,10180,551395.9995,551395.9995
510,bay,10200,551385.9693,551385.9693
511,bay,10220,551375.9391,551375.9391
512,bay,10240,551365.909,551365.909
513,bay,10260,551355.8131,551355.8131
514,bay,10280,551345.6713,551345.6713
515,bay,10300,551335.5295,551335.5295
516,bay,10320,551325.3877,551325.3877
517,bay,10340,551315.1483,551315.1483
518,bay,10360,551304.9048,551304.9048
519,bay,10380,551294.6612,551294.6612
520,bay,10400,551284.4002,551284.4002
521,bay,10420,551274.0654,551274.0654
522,bay,10440,551263.7305,551263.7305
523,bay,10460,551253.3957,551253.3957
524,bay,10480,551243.0442,551243.0442
525,bay,10500,551232.6293,551232.6293
526,bay,10520,551222.2144,551222.2144
527,bay,10540,551211.7995,551211.7995
528,bay,10560,551201.3846,551201.3846
529,bay,10580,551190.9061,551190.9061
530,bay,10600,551180.4238,551180.4238
531,bay,10620,551169.9415,551169.9415
532,bay,10640,551159.4592,551159.4592
533,bay,10660,551148.9533,551148.9533
534,bay,10680,551138.3665,551138.3665
535,bay,10700,551127.7797,551127.7797
536,bay,10720,551117.0547,551117.0547
537,bay,10740,551106.3203,551106.3203
538,bay,10760,551095.5011,551095.5011
539,bay,10780,551084.6257,551084.6257
540,bay,10800,551073.7216,551073.7216
541,bay,10820,551062.7122,551062.7122
542,bay,10840,551051.7029,551051.7029
543,bay,10860,551040.5956,551040.5956
544,bay,10880,551029.4595,551029.4595
545,bay,10900,551018.2914,551018.2914
546,bay,10920,551007.036,551007.036
547,bay,10940,550995.7806,550995.7806
548,bay,10960,550984.4483,550984.4483
549,bay,10980,550973.0813,550973.0813
550,bay,11000,550961.7116,550961.7116
551,bay,11020,550950.2411,550950.2411
552,bay,11040,550938.7706,550938.7706
553,bay,11060,550927.2775,550927.2775
554,bay,11080,550915.7198,550915.7198
555,bay,11100,550904.162,550904.162
556,bay,11120,550892.5414,550892.5414
557,bay,11140,550880.9111,550880.9111
558,bay,11160,550869.2454,550869.2454
559,bay,11180,550857.5193,550857.5193
560,bay,11200,550845.7932,550845.7932
561,bay,11220,550834.067,550834.067
562,bay,11240,550822.3409,550822.3409
563,bay,11260,550810.6148,550810.6148
564,bay,11280,550798.8025,550798.8025
565,bay,11300,550786.984,550786.984
566,bay,11320,550775.1654,550775.1654
567,bay,11340,550763.3469,550763.3469
568,bay,11360,550751.5283,550751.5283
569,bay,11380,550739.6842,550739.6842
570,bay,11400,550727.8228,550727.8228
571,bay,11420,550715.9614,550715.9614
572,bay,11440,550704.1,550704.1
573,bay,11460,550692.2387,550692.2387
574,bay,11480,550680.3773,550680.3773
575,bay,11500,550668.5159,550668.5159
576,bay,11520,550656.6545,550656.6545
577,bay,11540,550644.7931,550644.7931
578,bay,11560,550632.9317,550632.9317
579,bay,11580,550621.0704,550621.0704
580,bay,11600,550609.209,550609.209
581,bay,11620,550597.3476,550597.3476
582,bay,11640,550585.4862,550585.4862
583,bay,11660,550573.6868,550573.6868
584,bay,11680,550561.8894,550561.8894
585,bay,11700,550550.0919,550550.0919
586,bay,11720,550538.297,550538.297
587,bay,11740,550526.5676,550526.5676
588,bay,11760,550514.8381,550514.8381
589,bay,11780,550503.1087,550503.1087
590,bay,11800,550491.4246,550491.4246
591,bay,11820,550479.7857,550479.7857
592,bay,11840,550468.1469,550468.1469
593,bay,11860,550456.508,550456.508
594,bay,11880,550444.9334,550444.9334
595,bay,11900,550433.4098,550433.4098
596,bay,11920,550421.8861,550421.8861
597,bay,11940,550410.3625,550410.3625
598,bay,11960,550398.9519,550398.9519
599,bay,11980,550387.5586,550387.5586
600,bay,12000,550376.1653,550376.1653
601,bay,12020,550364.8243,550364.8243
602,bay,12040,550353.5753,550353.5753
603,bay,12060,550342.3262,550342.3262
604,bay,12080,550331.0776,550331.0776
605,bay,12100,550319.9017,550319.9017
606,bay,12120,550308.7258,550308.7258
607,bay,12140,550297.5498,550297.5498
608,bay,12160,550286.3739,550286.3739
609,bay,12180,550275.198,550275.198
610,bay,12200,550264.0221,550264.0221
611,bay,12220,550252.8462,550252.8462
612,bay,12240,550241.6702,550241.6702
613,bay,12260,550230.4943,550230.4943
614,bay,12280,550219.3184,550219.3184
615,bay,12300,550208.1425,550208.1425
616,bay,12320,550196.9665,550196.9665
617,bay,12340,550185.7906,550185.7906
618,bay,12360,550174.65,550174.65
619,bay,12380,550163.518,550163.518
620,bay,12400,550152.386,550152.386
621,bay,12420,550141.254,550141.254
622,bay,12440,550130.122,550130.122
623,bay,12460,550118.9901,550118.9901
624,bay,12480,550107.8581,550107.8581
625,bay,12500,550096.7339,550096.7339
626,bay,12520,550085.6582,550085.6582
627,bay,12540,550074.5824,550074.5824
628,bay,12560,550063.5067,550063.5067
629,bay,12580,550052.452,550052.452
630,bay,12600,550041.4242,550041.4242
631,bay,12620,550030.3964,550030.3964
632,bay,12640,550019.3685,550019.3685
633,bay,12660,550008.3924,550008.3924
634,bay,12680,549997.4183,549997.4183
635,bay,12700,549986.4442,549986.4442
636,bay,12720,549975.5085,549975.5085
637,bay,12740,549964.5933,549964.5933
638,bay,12760,549953.6782,549953.6782
639,bay,12780,549942.7945,549942.7945
640,bay,12800,549931.9454,549931.9454
641,bay,12820,549921.0964,549921.0964
642,bay,12840,549910.2626,549910.2626
643,bay,12860,549899.4869,549899.4869
644,bay,12880,549888.7112,549888.7112
645,bay,12900,549877.9393,549877.9393
646,bay,12920,549867.2419,549867.2419
647,bay,12940,549856.5445,549856.5445
648,bay,12960,549845.8471,549845.8471
649,bay,12980,549835.231,549835.231
650,bay,13000,549824.6166,549824.6166
651,bay,13020,549814.0022,549814.0022
652,bay,13040,549803.4745,549803.4745
653,bay,13060,549792.9477,549792.9477
654,bay,13080,549782.427,549782.427
655,bay,13100,549771.9923,549771.9923
656,bay,13120,549761.5575,549761.5575
657,bay,13140,549751.1427,549751.1427
658,bay,13160,549740.8042,549740.8042
659,bay,13180,549730.4657,549730.4657
660,bay,13200,549720.1678,549720.1678
661,bay,13220,549709.9297,549709.9297
662,bay,13240,549699.6916,549699.6916
663,bay,13260,549689.5646,549689.5646
664,bay,13280,549679.4966,549679.4966
665,bay,13300,549669.4286,549669.4286
666,bay,13320,549659.5626,549659.5626
667,bay,13340,549649.7184,549649.7184
668,bay,13360,549639.88,549639.88
669,bay,13380,549630.24,549630.24
670,bay,13400,549620.6001,549620.6001
671,bay,13420,549610.9601,549610.9601
672,bay,13440,549601.5019,549601.5019
673,bay,13460,549592.0439,549592.0439
674,bay,13480,549582.586,549582.586
675,bay,13500,549573.2352,549573.2352
676,bay,13520,549563.9193,549563.9193
677,bay,13540,549554.6034,549554.6034
678,bay,13560,549545.3843,549545.3843
679,bay,13580,549536.1738,549536.1738
680,bay,13600,549526.9634,549526.9634
681,bay,13620,549517.827,549517.827
682,bay,13640,549508.7146,549508.7146
683,bay,13660,549499.6021,549499.6021
684,bay,13680,549490.4897,549490.4897
685,bay,13700,549481.3772,549481.3772
686,bay,13720,549472.2648,549472.2648
687,bay,13740,549463.1523,549463.1523
688,bay,13760,549454.0399,549454.0399
689,bay,13780,549444.9274,549444.9274
690,bay,13800,549435.8149,549435.8149
691,bay,13820,549426.6866,549426.6866
692,bay,13840,549417.5182,549417.5182
693,bay,13860,549408.3498,549408.3498
694,bay,13880,549399.1814,549399.1814
695,bay,13900,549389.9648,549389.9648
696,bay,13920,549380.678,549380.678
697,bay,13940,549371.3912,549371.3912
698,bay,13960,549362.1044,549362.1044
699,bay,13980,549352.7216,549352.7216
700,bay,14000,549343.2723,549343.2723
701,bay,14020,549333.8231,549333.8231
702,bay,14040,549324.3519,549324.3519
703,bay,14060,549314.7553,549314.7553
704,bay,14080,549305.1203,549305.1203
705,bay,14100,549295.4081,549295.4081
706,bay,14120,549285.6249,549285.6249
707,bay,14140,549275.7898,549275.7898
708,bay,14160,549265.841,549265.841
