FID,AREA,PERIMETER,HYDRO_POLY,HYDRO_PO_1,HYDRO_24K_,TYPE,HNAME,Shape_Leng,Shape_Area,ORIG_FID,POINT_X,POINT_Y
2654,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605150.213915999980000,4213467.676450000100000
2655,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605172.901808000050000,4213480.676110000300000
2656,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605183.401939000000000,4213492.676389999700000
2657,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605200.089687000030000,4213500.676090000200000
2658,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605247.089584999950000,4213509.675479999700000
2659,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605277.402734000000000,4213527.674739999700000
2660,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605312.277871000000000,4213541.674540000000000
2661,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605441.091317999990000,4213585.672369999800000
2662,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605477.466529999980000,4213604.672120000200000
2663,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605498.591462000040000,4213618.671439999700000
2664,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605516.591994000020000,4213634.671029999900000
2665,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605602.967418999990000,4213670.670040000200000
2666,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605661.967681000010000,4213704.668949999800000
2667,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605696.780404999970000,4213719.668540000000000
2668,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605719.530752000050000,4213735.667980000400000
2669,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605731.468115000050000,4213750.667949999700000
2670,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605748.030946000010000,4213763.667240000300000
2671,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605764.781158000000000,4213770.666930000300000
2672,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605781.218469999960000,4213787.666670000200000
2673,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605802.281349999950000,4213802.666290000100000
2674,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605826.593798000020000,4213811.666009999800000
2675,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605867.406785000000000,4213835.665280000300000
2676,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605885.594546000010000,4213839.665240000000000
2677,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605900.719716000020000,4213854.664889999700000
2678,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605939.907505000010000,4213884.664330000100000
2679,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605988.407485999980000,4213904.663289999600000
2680,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606035.220576999940000,4213932.662940000200000
2681,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606053.283233999970000,4213947.662060000000000
2682,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606112.533754999980000,4213966.661750000000000
2683,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606136.533876999980000,4213985.661059999800000
2684,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606157.846561999990000,4213992.660699999900000
2685,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606215.347110999980000,4214025.659690000100000
2686,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606251.472089000050000,4214053.659260000100000
2687,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606268.159843000000000,4214062.659090000200000
2688,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606313.535156000060000,4214080.658130000300000
2689,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606352.785437999990000,4214106.657590000000000
2690,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606413.223271999970000,4214144.656680000000000
2691,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606475.473783000020000,4214170.655539999700000
2692,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606528.286909000020000,4214207.654640000300000
2693,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606566.037080000040000,4214224.654029999900000
2694,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606649.225437000040000,4214271.652830000000000
2695,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606683.975549999970000,4214295.652200000400000
2696,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606712.788252000000000,4214306.651410000400000
2697,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606767.164030999990000,4214341.650940000100000
2698,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606805.039070000060000,4214356.650449999600000
2699,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606827.539114000040000,4214376.649819999900000
2700,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606834.914446000010000,4214389.649720000100000
2701,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606843.664704000000000,4214432.649109999600000
2702,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606855.352317000040000,4214469.648640000300000
2703,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606889.602403000000000,4214527.647479999800000
2704,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606979.790912000000000,4214621.645879999700000
2705,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607002.228504000000000,4214654.645130000100000
2706,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607032.416267000020000,4214663.644690000500000
2707,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607049.041531000050000,4214674.644070000400000
2708,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607092.729286000020000,4214716.643570000300000
2709,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607153.292190999960000,4214743.642550000000000
2710,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607165.354537999960000,4214755.641920000300000
2711,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607257.418001999960000,4214810.640379999800000
2712,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607272.542996000030000,4214822.640309999700000
2713,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607290.730970000030000,4214824.640160000000000
2714,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607307.543003999980000,4214830.640040000000000
2715,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607340.668762000040000,4214856.639379999600000
2716,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607358.731279999950000,4214864.638980000300000
2717,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607438.856944000000000,4214911.637710000400000
2718,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607461.482338999980000,4214931.636980000000000
2719,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607481.169901999990000,4214942.637059999600000
2720,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607514.295002000060000,4214969.636040000200000
2721,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607537.107944000050000,4214977.635839999700000
2722,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607559.857749999970000,4214980.635970000200000
2723,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607582.608062000010000,4214991.635440000300000
2724,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607599.233312000050000,4215002.634960000400000
2725,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607608.108545999970000,4215023.634829999900000
2726,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607621.608553000030000,4215037.634789999600000
2727,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607642.733720000020000,4215050.633779999800000
2728,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607689.608792999990000,4215076.633609999900000
2729,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607701.734033999960000,4215078.633250000000000
2730,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607720.109341999980000,4215075.633000000400000
2731,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607745.671644999990000,4215088.632520000500000
2732,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607765.484719999950000,4215100.632679999800000
2733,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607780.484461999960000,4215114.632020000400000
2734,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607831.859952999980000,4215142.631480000000000
2735,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607858.797942999980000,4215177.630370000400000
2736,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607881.485509000020000,4215196.630359999800000
2737,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607926.860691000010000,4215215.629370000200000
2738,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607945.111077000040000,4215215.629219999500000
2739,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607967.736128999970000,4215232.128750000100000
2740,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607976.736214000030000,4215241.628499999600000
2741,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607990.423924000000000,4215249.628440000100000
2742,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608008.548933999960000,4215254.628429999600000
2743,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608020.674074999990000,4215262.628089999800000
2744,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608032.674131999960000,4215276.627899999700000
2745,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608075.111972999990000,4215290.626899999600000
2746,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608091.612257999950000,4215306.626620000200000
2747,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608102.049480000050000,4215320.626539999600000
2748,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608107.987323999990000,4215337.626249999700000
2749,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608126.112313000020000,4215350.625970000400000
2750,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608147.237537999990000,4215363.625289999900000
2751,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608189.737991999950000,4215377.624880000000000
2752,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608259.238397000010000,4215422.623940000300000
2753,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608284.801218000010000,4215435.123530000400000
2754,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608313.613709000060000,4215452.623150000300000
2755,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608340.739224000020000,4215475.622299999900000
2756,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608388.989516000030000,4215510.621580000000000
2757,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608419.302121000020000,4215524.621310000300000
2758,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608441.927687000020000,4215531.620760000300000
2759,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608466.052837000000000,4215553.620040000400000
2760,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608514.365631000020000,4215575.619780000300000
2761,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608544.615937000020000,4215603.118920000300000
2762,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608627.929139000010000,4215639.617870000200000
2763,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608658.054447000030000,4215662.617189999700000
2764,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608665.429324000030000,4215677.617089999800000
2765,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608688.179783000030000,4215690.116600000300000
2766,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608707.804779000000000,4215697.116530000200000
2767,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608724.367187000000000,4215708.616209999700000
2768,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608740.929986999950000,4215728.115419999700000
2769,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608769.492745000050000,4215754.614900000400000
2770,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608784.555182000040000,4215760.614629999700000
2771,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608802.743057999990000,4215763.614439999700000
2772,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608834.493103999990000,4215786.613859999900000
2773,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608866.368362999990000,4215796.613909999800000
2774,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608882.806412999980000,4215827.113189999900000
2775,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608900.931170000000000,4215831.612830000000000
2776,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608929.869326999990000,4215832.612449999900000
2777,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609003.994675999970000,4215872.111130000100000
2778,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609022.057120000010000,4215878.611340000300000
2779,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609034.244859999980000,4215886.110679999900000
2780,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609062.869935999970000,4215908.610700000100000
2781,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609130.933316000040000,4215946.609330000400000
2782,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609168.558355999990000,4215974.608780000400000
2783,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609188.433263999990000,4215973.108249999600000
2784,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609229.183806000040000,4215992.607730000300000
2785,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609241.246750000050000,4216010.607359999800000
2786,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609269.871810000040000,4216028.106970000100000
2787,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609298.434330999970000,4216053.606549999700000
2788,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609339.247241999950000,4216079.105650000300000
2789,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609402.873028000000000,4216105.104930000400000
2790,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609439.122943000050000,4216123.104390000000000
2791,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609505.498652999990000,4216177.602830000200000
2792,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609511.061105999980000,4216208.102450000100000
2793,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609524.498657000020000,4216236.102140000100000
2794,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609524.248949000030000,4216249.601700000500000
2795,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609533.186386000020000,4216257.601820000400000
2796,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609558.748706000040000,4216295.100800000100000
2797,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609570.373601999950000,4216325.600979999600000
2798,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609594.685808000040000,4216335.100420000000000
2799,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609635.748212000010000,4216340.100069999700000
2800,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609681.060100000000000,4216364.599709999700000
2801,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609706.997399999990000,4216364.099480000300000
2802,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609726.809455999990000,4216360.099190000400000
2803,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609749.621755999980000,4216362.099229999800000
2804,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609799.621111999960000,4216384.098360000200000
2805,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609819.245994000000000,4216397.098240000200000
2806,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609856.807896999990000,4216428.097670000000000
2807,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609871.870234000030000,4216446.097129999700000
2808,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609889.682625000020000,4216475.097020000200000
2809,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609903.308024000030000,4216490.596440000500000
2810,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609916.682763000020000,4216502.096269999600000
2811,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609936.494998999990000,4216503.095970000100000
2812,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609951.807096999950000,4216507.096029999700000
2813,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,609969.869710000000000,4216521.096079999600000
2814,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,610045.368609000000000,4216564.094920000100000
2815,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,610096.805480999990000,4216584.094189999600000
2816,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,610104.368208999980000,4216593.094150000300000
2817,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,610109.993031000020000,4216627.093630000000000
2818,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,610140.117889999990000,4216646.093170000200000
2819,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,610155.367621000040000,4216651.093089999600000
2820,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,610174.929963000000000,4216667.092930000300000
2821,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,610194.617198999970000,4216671.092509999900000
2822,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,610203.742455999950000,4216677.092389999900000
